en,de,article
"   | **Column separator of CSV file**                              | Separator character used in the uploaded CSV file, e.g. semicolon                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |","   | **Spaltentrennzeichen der CSV-Datei**                                             | Trennzeichen, das in der hochgeladenen CSV-Datei verwendet wird, z.&nbsp;B. Semikolon.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |",add-csv-integration.md
"   | **Time zone**                                                 | Time zone in which your external system records the data, e.g. America/Chicago (UTC-05:00)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |","   | **Zeitzone**                                                                      | Zeitzone, in der dein externes System die Daten aufzeichnet, z.&nbsp;B. Amerika/Chicago (UTC-05:00).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |",add-csv-integration.md
"   | **Layout of data**<br>(Contact data only)                     | The data layout depends on how your CSV file was generated:<br>**Contact-based**: For contact details records that contain one line for every single contact. Because imported contact-based data is aggregated into 15-minute intervals, the interval of the planning unit must be 15 minutes. New data imports will overwrite the data that has been previously imported for the interval. If your file contains the same timestamp multiple times, this data will be added up for the interval.<br><br>**Interval-based**: For aggregated data that contains one line with all contact information per interval. Additionally, select the correct interval length that matches that of your CSV file. If you select an interval that is larger than the intervals of the uploaded files, you will see an error. If you do it the other way around, i.e. selecting a 15-minute interval for a file with larger intervals (e.g. 30 minutes), every missing (here: every second) interval will be filled with a 0 or the text no data, depending on what you configured in the **Handle missing values in intervals** option. |","   | **Datenlayout**<br>(Nur für Kontaktdaten)                                         | Das Datenlayout hängt davon ab, wie du deine CSV-Datei erstellt hast:<br>**Kontaktbasiert**: Für Datensätze mit Kontaktdaten, die eine Zeile für jeden einzelnen Kontakt enthalten. Da importierte kontaktbasierte Daten in 15-Minuten-Intervallen aggregiert werden, muss das Intervall der Planungseinheit ebenfalls 15&nbsp;Minuten sein. Neue Datenimporte überschreiben die Daten, die zuvor für das Intervall importiert wurden. Wenn deine Datei einen Zeitstempel mehrfach enthält, werden die Daten für das Intervall aufgerechnet.<br><br>**Intervallbasiert**: Für aggregierte Daten, die eine Zeile mit allen Kontaktinformationen pro Intervall enthalten. Wähle zusätzlich die korrekte Intervalllänge aus, die mit der deiner CSV-Datei übereinstimmt. Wenn du ein Intervall auswählst, das größer ist als die Intervalle der hochgeladenen Dateien, siehst du eine Fehlermeldung. Im umgekehrten Fall, d.&nbsp;h., wenn du ein 15-Minuten-Intervall auswählst für eine Datei mit größeren Intervallen (z.&nbsp;B. 30&nbsp;Minuten), wird jedes fehlende (hier: jedes zweite) Intervall mit 0 bzw. mit dem Text no data aufgefüllt. Dies hängt davon ab, welche Option du bei **Fehlende Werte in vorhandenen Intervallen behandeln** gewählt hast. |",add-csv-integration.md
   | **Handle missing values in intervals**<br>(Contact data only) | Define how missing values in the target queue will be displayed in other places in injixo:<br>**Fill with zero**: Missing values will be replaced by a zero.<br>**Leave empty**: Missing values will be replaced by the text: no data.<br>**Leave empty** fits most scenarios. Imports will overwrite already existing data.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |,"   | **Fehlende Werte in vorhandenen Intervallen behandeln**<br>(Nur für Kontaktdaten) | Lege fest, wie fehlende Werte in der Ziel-Queue an anderen Stellen in injixo angezeigt werden sollen:<br>**Mit Null auffüllen**: Fehlende Werte werden mit einer Null ersetzt.<br>**Leer lassen**: Fehlende Werte werden mit folgendem Text ersetzt: no data.<br>**Leer lassen** eignet sich für die meisten Szenarien. injixo überschreibt bestehende Daten während des Imports.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |",add-csv-integration.md
"3. (Optional) In the **Preprocessing options** section, select one or more options that apply to your CSV file format:<br><br>","3. (Optional) Lege im Abschnitt **Vorverarbeitungsoptionen** eine oder mehrere Optionen fest, die für dein CSV-Dateiformat gelten:<br><br>",add-csv-integration.md
   | Preprocessing option       | Description                                                                                                                                                                                             |,   | Vorverarbeitungsoption                | Beschreibung                                                                                                                                                                                                                                                         |,add-csv-integration.md
   | -------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,   | ------------------------------------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,add-csv-integration.md
"   | **Add header row**         | For files without a header row, injixo will label the columns with A, B, C, etc. on the [column mapping](#map-the-columns) page.                                                                        |","   | **Spaltenkopfzeile hinzufügen**       | Bei Dateien ohne Kopfzeile beschriftet injixo die Spalten mit A, B, C, usw. auf der [Spaltenzuordnungsseite](#spalten-zuordnen).                                                                                                                                     |",add-csv-integration.md
   | **Skip empty rows**        | injixo will ignore lines that only contain separators.                                                                                                                                                  |,"   | **Leere Zeilen überspringen**         | injixo ignoriert Zeilen, die nur Trennzeichen enthalten.                                                                                                                                                                                                             |",add-csv-integration.md
   | **Skip first rows**        | injixo will remove additional lines at the beginning of the file. Enter the number of rows to be ignored.                                                                                               |,"   | **Überspringe die erste(n) Zeile(n)** | injixo entfernt zusätzliche Zeilen am Anfang der Datei. Gib die Anzahl der Zeilen ein, die ignoriert werden sollen.                                                                                                                                                  |",add-csv-integration.md
   | **Skip row(s) containing** | injixo will ignore lines with certain characters. Enter a string (case-sensitive). injixo will ignore rows containing this string. You can add multiple strings by clicking _Add string_{:.doc-button}. |,"   | **Überspringe die Zeile(n) mit**      | injixo ignoriert Zeilen mit bestimmten Zeichen. Gib eine Zeichenfolge ein (Groß- und Kleinschreibung beachten). injixo ignoriert Zeilen mit dieser Zeichenfolge. Du kannst mehrere Zeichenfolgen hinzufügen, indem du auf _String hinzufügen_{:.doc-button} klickst. |",add-csv-integration.md
"4. To proceed with the column mapping, click _Map the columns_{:.doc-button}.","4. Um mit der Spaltenzuordnung fortzufahren, klicke auf _Zur Spaltenzuordnung_{:.doc-button}.",add-csv-integration.md
### Map the columns,### Spalten zuordnen,add-csv-integration.md
"By default, you can use the drop-down menus in the **Map columns** section to define how the columns of your CSV files will be matched with the columns required by injixo. Before you can map columns, you need to complete the [setup](#setup-and-preprocessing-options).","Standardmäßig kannst du die Dropdown-Menüs im Abschnitt **Spalten zuordnen** nutzen, um festzulegen, wie die Spalten deiner CSV-Dateien den Spalten zugewiesen werden, die injixo erwartet. Bevor du Spalten zuordnen kannst, musst du die [Einrichtung](#einrichtung-und-vorverarbeitungsoptionen) abschließen.",add-csv-integration.md
"If your external system generates CSV files that do not provide the expected columns, you can [map them using an SQL query](#map-the-columns-sql-query).","Wenn dein externes System CSV-Dateien mit anderen als den erwarteten Spalten erzeugt, kannst du Spalten auch [über eine SQL-Abfrage zuordnen](#spalten-zuordnen-sql-abfrage).",add-csv-integration.md
The mapping page shows a preview of your uploaded CSV file.,Die Spaltenzuordnungsseite zeigt eine Vorschau der hochgeladenen CSV-Datei.,add-csv-integration.md
"1. Using the drop-down menus, map the columns and formats of the CSV file.","1. Nutze die Dropdown-Menüs, um die Spalten und Formate der CSV-Datei zuzuordnen.",add-csv-integration.md
2. Fill in each field.,2. Fülle jedes Feld aus.,add-csv-integration.md
   Learn more about the options for [Contact data](#contact-data-drop-down-menus) and [Agent status](#agent-status-drop-down-menus) data in the tables below.,   Erfahre in den folgenden Tabellen mehr über die Dropdown-Menüs für [Kontaktdaten](#kontaktdaten-dropdown-menüs) und [Agentenstatus](#agentenstatus-dropdown-menüs)-Daten.,add-csv-integration.md
"3. To save your configuration, click _Save schema_{:.doc-button}.","3. Um deine Konfiguration zu speichern, klicke auf _Schema speichern_{:.doc-button}.",add-csv-integration.md
#### Contact data drop-down menus,#### Kontaktdaten Dropdown-Menüs,add-csv-integration.md
"If you have selected **Contact data** as the type of import data, the default mapping page displays the following elements:","Wenn du **Kontaktdaten** als Importdatentyp ausgewählt hast, zeigt die Spaltenzuordnungsseite in der Standardansicht folgende Elemente:",add-csv-integration.md
| Field          | Description                                                                                                                                                                                                                                          | Required for interval-based data | Required for contact-based data |,| Feld            | Beschreibung                                                                                                                                                                                                                                                                                                             | Erforderlich für intervallbasierte Daten | Erforderlich für kontaktbasierte Daten |,add-csv-integration.md
| -------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | :------------------------------: | :-----------------------------: |,| --------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ | :--------------------------------------: | :------------------------------------: |,add-csv-integration.md
| **Queue name** | Name of the queue from which data is imported                                                                                                                                                                                                        |               Yes                |               Yes               |,"| **Queue-Name**  | Name der Queue, aus der die Daten stammen                                                                                                                                                                                                                                                                                |                    Ja                    |                   Ja                   |",add-csv-integration.md
"| **Date**       | Date values and format<br>By default, you can select a date format from the drop-down menu that matches the CSV format. To configure a [custom date format](#custom-date-format), click the {% icon gear %} and enter your format in the text field. |               Yes                |               Yes               |","| **Date**        | Datumswerte und verwendetes Format<br>Standardmäßig kannst du aus dem Dropdown-Menü das Datumsformat auswählen, das deinem CSV-Format entspricht. Um ein [benutzerdefiniertes Datumsformat](#benutzerdefiniertes-datumsformat) zu konfigurieren, klicke auf das {% icon gear %} und gib dein Format in das Textfeld ein. |                    Ja                    |                   Ja                   |",add-csv-integration.md
| **Time**       | Time values and format used                                                                                                                                                                                                                          |               Yes                |               Yes               |,| **Time**        | Zeitwerte und verwendetes Format                                                                                                                                                                                                                                                                                         |                    Ja                    |                   Ja                   |,add-csv-integration.md
| **Timestamp**  | Timestamp values with a [custom timestamp format](#custom-timestamp-format-with-date-and-time)<br>The column appears when you activate **Date and time in one column**.                                                                              |               Yes                |               Yes               |,"| **Zeitstempel** | Zeitstempelwerte mit einem [benutzerdefinierten Zeitstempelformat](#benutzerdefiniertes-zeitstempelformat-mit-datum-und-uhrzeit)<br>Die Spalte erscheint, wenn du **Datum und Uhrzeit in einer Spalte** aktivierst.                                                                                                      |                    Ja                    |                   Ja                   |",add-csv-integration.md
| **Offered**    | Offered contacts (per interval for interval-based data)<br>Supports whole numbers or decimals with point.                                                                                                                                            |               Yes                |               Yes               |,| **Offered**     | Eingehende Kontakte (pro Intervall für intervallbasierte Daten)<br>Erlaubt ganze Zahlen oder Dezimalzahlen mit Punkt.                                                                                                                                                                                                    |                    Ja                    |                   Ja                   |,add-csv-integration.md
"| **Handled**    | Answered contacts (per interval for Interval-based data)<br>Supports whole numbers and decimals with point.<br>For contact-based data, the value for handled contacts can only be 0 or 1 (or decimals).                                              |               Yes                |               Yes               |",| **Angenommene** | Beantwortete Kontakte (pro Intervall für intervallbasierte Daten)<br>Erlaubt ganze Zahlen und Dezimalzahlen mit Punkt.<br>Für kontaktbasierte Daten kann der Wert für bearbeitete Kontakte nur 0 oder 1 (oder Dezimalzahlen) sein.                                                                                       |                    Ja                    |                   Ja                   |,add-csv-integration.md
"| **AHT**        | Average handle time per interval<br> Supported formats are seconds (whole number) or hh:mm:ss (e.g. 00:05:00).<br>If there is no AHT column, select **No column**.<br>The field is only displayed for interval-based data.                           |                No                |               No                |","| **AHT**         | Durchschnittliche Bearbeitungszeit pro Intervall<br> Unterstützte Formate sind Sekunden (ganze Zahl) oder hh:mm:ss (z.&nbsp;B. 00:05:00).<br>Wenn keine AHT-Spalte vorhanden ist, wähle **Keine Spalte**.<br>Das Feld wird nur für intervallbasierte Daten angezeigt.                                                    |                   Nein                   |                  Nein                  |",add-csv-integration.md
| **Duration**   | Duration of the record in seconds (whole number).<br>The field is only displayed for contact-based data.                                                                                                                                             |                No                |               Yes               |,| **Dauer**       | Aufgezeichnete Dauer in Sekunden (ganze Zahl).<br>Das Feld wird nur für kontaktbasierte Daten angezeigt.                                                                                                                                                                                                                 |                   Nein                   |                   Ja                   |,add-csv-integration.md
"| **Channel**    | Fixed channel name (first drop-down menu) or selectable column containing the channel name (second drop-down menu)<br>Allowed values: calls, emails, chats, documents, cases, social_media                                                           |               Yes                |               Yes               |","| **Kanal**       | Fester Kanalname (erstes Dropdown-Menü) oder auswählbare Spalte, die den Kanalnamen enthält (zweites Dropdown-Menü)<br>Erlaubte Werte: calls, emails, chats, documents, cases, social_media                                                                                                                              |                    Ja                    |                   Ja                   |",add-csv-integration.md
"Note: While not technically required, importing AHT for interval-based data is crucial for precise staff requirement calculations and forecasting.","Hinweis: Der Import von AHT für intervallbasierte Daten ist zwar technisch nicht notwendig, aber er ist entscheidend für die genaue Berechnung des Mitarbeiterbedarfs und für das Forecasting.",add-csv-integration.md
#### Agent status drop-down menus,#### Agentenstatus Dropdown-Menüs,add-csv-integration.md
"If you have selected **Agent status** as the type of import data, the default mapping page displays the following elements:","Wenn du **Agentenstatus** als Importdatentyp ausgewählt hast, zeigt die Spaltenzuordnungsseite in der Standardansicht folgende Elemente:",add-csv-integration.md
| Field                   | Description                                                                                                                                                                                                                                                                          | Required |,| Feld                  | Beschreibung                                                                                                                                                                                                                                                                                                                                       | Erforderlich |,add-csv-integration.md
| ----------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ | -------- |,| --------------------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------ |,add-csv-integration.md
"| **Agent identifier**    | Unique identifier for the agent, e.g. ID or name                                                                                                                                                                                                                                     | Yes      |","| **Agentenkennung**    | Eindeutiger Bezeichner für den Agenten, z. B. ID oder Name                                                                                                                                                                                                                                                                                         | Ja           |",add-csv-integration.md
| **Activity identifier** | Activity the agent is working on                                                                                                                                                                                                                                                     | Yes      |,"| **Aktivitätskennung** | Aktivität, an der der Agent gerade arbeitet                                                                                                                                                                                                                                                                                                        | Ja           |",add-csv-integration.md
"| **Start date**          | Date at which the agent started the activity<br>By default, you can select a format from the drop-down menu that matches the format of your CSV file. To configure a [custom date format](#custom-date-format), click the {% icon gear %} and enter your format in the text field.   | Yes      |","| **Startdatum**        | Datum, an dem der Agent die Aktivität begonnen hat<br>Standardmäßig kannst du aus dem Dropdown-Menü das Datumsformat auswählen, das dem Format deiner CSV-Datei entspricht. Um ein [benutzerdefiniertes Datumsformat](#benutzerdefiniertes-datumsformat) zu konfigurieren, klicke auf das {% icon gear %} und gib dein Format in das Textfeld ein. | Ja           |",add-csv-integration.md
| **Start time**          | Time at which the agent started the activity                                                                                                                                                                                                                                         | Yes      |,"| **Startzeit**         | Zeitpunkt, zu dem der Agent die Aktivität begonnen hat                                                                                                                                                                                                                                                                                             | Ja           |",add-csv-integration.md
| **Start timestamp**     | [Custom-format timestamp](#custom-timestamp-format-with-date-and-time) containing the date and time at which the agent started the activity<br>The column appears when you activate **Date and time in one column**.                                                                 | Yes      |,"| **Startzeitstempel**  | [Benutzerdefiniertes Zeitstempelformat](#benutzerdefiniertes-zeitstempelformat-mit-datum-und-uhrzeit) mit Datum und Uhrzeit, zu der der Agent die Aktivität begonnen hat<br>Die Spalte erscheint, wenn du **Datum und Uhrzeit in einer Spalte** aktivierst.                                                                                        | Ja           |",add-csv-integration.md
"| **End date**            | Date at which the agent stopped the activity<br>By default, you can select a fixed date format from the drop-down menu that matches your format. To configure a [custom date format](#custom-date-format), click the {% icon gear %} and enter your custom format in the text field. | No       |","| **Enddatum**          | Datum, an dem der Agent die Aktivität beendet hat<br>Wähle aus dem Dropdown-Menü das Datumsformat aus, das deinem Format entspricht. Um ein [benutzerdefiniertes Datumsformat](#benutzerdefiniertes-datumsformat) zu konfigurieren, klicke auf das {% icon gear %} und gib dein benutzerdefiniertes Format in das Textfeld ein.                    | Nein         |",add-csv-integration.md
| **End time**            | Time at which the agent stopped the activity                                                                                                                                                                                                                                         | No       |,"| **Endzeit**           | Zeitpunkt, zu dem der Agent die Aktivität beendet hat                                                                                                                                                                                                                                                                                              | Nein         |",add-csv-integration.md
| **End timestamp**       | [Custom-format timestamp](#custom-timestamp-format-with-date-and-time) containing the date and time at which the agent stopped the activity<br>The column appears when you activate **Date and time in one column**.                                                                 | No       |,"| **Endzeitstempel**    | [Benutzerdefiniertes Zeitstempelformat](#benutzerdefiniertes-zeitstempelformat-mit-datum-und-uhrzeit) mit Datum und Uhrzeit, zu der der Agent die Aktivität beendet hat<br>Die Spalte erscheint, wenn du **Datum und Uhrzeit in einer Spalte** aktivierst.                                                                                         | Nein         |",add-csv-integration.md
#### Custom date format,#### Benutzerdefiniertes Datumsformat,add-csv-integration.md
You can configure a custom date format that matches the date in your CSV files. Add the following characters to the **Custom date format** input field:,"Lege ein benutzerdefiniertes Datumsformat fest, das mit dem Datum in deinen CSV-Dateien übereinstimmt. Benutze die folgenden Zeichen im Feld **Benutzerdefiniertes Datumsformat**:",add-csv-integration.md
- for the day: **D** (single-digits 1-9) or **DD** (for leading zeros),- für den Tag: **D** (einstellige Ziffern 1-9) oder **DD** (mit führenden Nullen),add-csv-integration.md
- for the month: **M** (single-digits 1-9) or **MM** (for leading zeros),- für den Monat: **M** (einstellige Ziffern 1-9) oder **MM** (mit führenden Nullen),add-csv-integration.md
- for the year: **YY** or **YYYY**,- für das Jahr: **YY** oder **YYYY**,add-csv-integration.md
All other characters are interpreted as separators.,Alle anderen Zeichen werden als Trennzeichen interpretiert.,add-csv-integration.md
Examples:,Beispiele:,add-csv-integration.md
| Date     | Custom date format |,| Date     | Benutzerdefiniertes Datumsformat |,add-csv-integration.md
| -------- | ------------------ |,| -------- | -------------------------------- |,add-csv-integration.md
"| 13/1,22  | D/M,YY             |","| 13/1,22  | D/M,YY                           |",add-csv-integration.md
| 010122   | DDMMYY             |,| 010122   | DDMMYY                           |,add-csv-integration.md
| 13012022 | DDMMYYYY           |,| 13012022 | DDMMYYYY                         |,add-csv-integration.md
#### Custom timestamp format with date and time,#### Benutzerdefiniertes Zeitstempelformat mit Datum und Uhrzeit,add-csv-integration.md
"To add a custom timestamp format, activate the **Date and time in one column** option.","Um ein benutzerdefiniertes Format für einen Zeitstempel hinzuzufügen, aktiviere die Option **Datum und Uhrzeit in einer Spalte**.",add-csv-integration.md
"In addition to the [custom date format](#custom-date-format), you must set the time format using lowercase letters:",Zusätzlich zum [benutzerdefinierten Datumsformat](#benutzerdefiniertes-datumsformat) musst du das Zeitformat festlegen (mit Kleinbuchstaben):,add-csv-integration.md
- for hours: **h** (single-digits 1-9) or **hh** (for leading zeros),- für Stunden: **h** (einstellige Ziffern 1-9) oder **hh** (mit führenden Nullen),add-csv-integration.md
- for minutes: **m** (single-digits 1-9) or **mm** (for leading zeros),- für Minuten: **m** (einstellige Ziffern 1-9) oder **mm** (mit führenden Nullen),add-csv-integration.md
- (optional) for seconds: **s** (single-digits 1-9) or **ss** (for leading zeros),- (optional) für Sekunden: **s** (einstellige Ziffern 1-9) oder **ss** (mit führenden Nullen),add-csv-integration.md
Examples:,Beispiele:,add-csv-integration.md
| Date and time  | Timestamp format |,| Datum und Uhrzeit | Zeitstempelformat |,add-csv-integration.md
| -------------- | ---------------- |,| ----------------- | ----------------- |,add-csv-integration.md
"| 13/1,22 9:15:8 | D/M,YY h:m:s     |","| 13/1,22 9:15:8    | D/M,YY h:m:s      |",add-csv-integration.md
| 010122 09-15   | DDMMYY hh-mm     |,| 010122 09-15      | DDMMYY hh:mm      |,add-csv-integration.md
### Map the columns (SQL query),### Spalten zuordnen (SQL-Abfrage),add-csv-integration.md
"For most CSV files, you can use the default mapping via the drop-down menus. If your external system generates CSV files that do not contain certain columns required by the default mapping form (e.g. if they require additional calculations) or if they contain unsupported formats, the [default mapping method](#map-the-columns) may not work for you. In this case, you can map the columns using an SQL query (SQLite). This allows you to convert total values into averages or calculate a call volume from multiple columns, for example. This mapping method is only available for contact data. It cannot be used for agent status data.","Bei den meisten CSV-Dateien kannst du die Spalten standardmäßig über die Dropdown-Menüs zuordnen. Wenn dein externes System CSV-Dateien erzeugt, in denen gewisse Spalten nicht enthalten sind, die das Standardformular erfordert (z.&nbsp;B. wenn weitere Berechnungen nötig sind) oder manche Spaltenformate nicht unterstützt werden, kannst du die [Standardmethode](#spalten-zuordnen) für die Spaltenzuordnung möglicherweise nicht nutzen. In diesem Fall kannst du die Spalten über eine SQL-Abfrage (SQLite) zuordnen. Damit kannst du zum Beispiel Gesamtwerte in Durchschnittswerte umwandeln oder das Anrufvolumen aus mehreren Spalten ermitteln. Diese Zuordnungsmethode ist nur für Kontaktdaten verfügbar. Sie kann nicht für Agentenstatus-Daten verwendet werden.",add-csv-integration.md
#### Requirements,#### Voraussetzungen,add-csv-integration.md
Consider the following requirements for writing an SQL query for column mapping:,Beachte folgende Voraussetzungen beim Schreiben einer SQL-Abfrage für die Spaltenzuordnung:,add-csv-integration.md
- Use `uploaded_file` as table name.,- Verwende `uploaded_file` als Tabellennamen.,add-csv-integration.md
- Use lowercase for column names.,- Verwende Kleinschreibung für Spaltennamen.,add-csv-integration.md
- Use datetime as data type for the timestamp column (formatted as `YYYY-MM-DD hh:mm:ss`).,- Verwende datetime als Datentyp für die Zeitstempel-Spalte (formatiert als `YYYY-MM-DD hh:mm:ss`).,add-csv-integration.md
- Use the [SQLite](https://www.sqlite.org) query syntax.,- Verwende die Query-Syntax von [SQLite](https://www.sqlite.org).,add-csv-integration.md
"The [SQLite](https://www.sqlite.org) SQL query supports mathematical operations, data conversions, and column aliases (to map different column names). You can find out more about the limitations regarding the following items on sqlite.org:","Die SQL-Abfrage von [SQLite](https://www.sqlite.org) unterstützt mathematische Operationen, Datenumwandlungen und Aliase (um Spalten mit unterschiedlichen Spaltennamen zuzuordnen). Um mehr über die Einschränkungen im einzelnen zu erfahren, sieh dir folgende Links auf sqlite.org an (nur auf Englisch verfügbar):",add-csv-integration.md
- [numeric precision](https://www.sqlite.org/datatype3.html),- [numerische Genauigkeit](https://www.sqlite.org/datatype3.html),add-csv-integration.md
- [math functions](https://www.sqlite.org/lang_mathfunc.html),- [mathematische Funktionen](https://www.sqlite.org/lang_mathfunc.html),add-csv-integration.md
- [implicit data conversions](https://www.sqlite.org/datatype3.html#affinity),- [implizite Datenumwandlungen](https://www.sqlite.org/datatype3.html#affinity),add-csv-integration.md
- [date and time functions](https://www.sqlite.org/lang_datefunc.html),- [Datums- und Zeitfunktionen](https://www.sqlite.org/lang_datefunc.html),add-csv-integration.md
- [string manipulation](https://www.sqlite.org/lang_corefunc.html#string_functions),- [String-Manipulation](https://www.sqlite.org/lang_corefunc.html#string_functions),add-csv-integration.md
"To map the columns via SQL query, proceed as follows:","Um die Spalten über SQL-Abfrage zuzuordnen, gehe wie folgt vor:",add-csv-integration.md
> Changing the mapping method will overwrite an existing CSV schema,> Ändern der Zuordnungsmethode überschreibt bestehendes CSV-Schema,add-csv-integration.md
>,>,add-csv-integration.md
"> If you have already created a CSV schema, changing the mapping method and saving the new schema will overwrite the previous one. You cannot restore a CSV schema once it's overwritten.","> Wenn du bereits ein CSV-Schema erstellt hast, wird dieses überschrieben, wenn du die Zuordnungsmethode änderst und das neue Schema speicherst. Du kannst ein überschriebenes CSV-Schema nicht wiederherstellen.",add-csv-integration.md
1. Activate the **Use SQL query to map columns** toggle in the upper right of the column mapping page.,1. Aktiviere oben rechts auf der Spaltenzuordnungsseite die Option **Spaltenzuordnung über SQL-Abfrage**.,add-csv-integration.md
2. Enter an SQL query (SQLite) into the text field. Tip: Copy and paste the sample queries below according to your needs.,2. Gib eine SQL-Abfrage (SQLite) in das Textfeld ein. Tipp: Kopiere je nach Bedarf die folgenden Beispielabfragen und füge sie in das Textfeld ein.,add-csv-integration.md
"If you want to upload both interval-based and contact-based contact data, you need to add a separate integration and write a separate SQL query for each.","Wenn du sowohl intervallbasierte als auch kontaktbasierte Kontaktdaten hochladen möchtest, musst du jeweils eine eigene Integration hinzufügen und eine separate SQL-Abfrage schreiben.",add-csv-integration.md
### Columns required in SQL query,### Erforderliche Spalten in SQL-Abfrage,add-csv-integration.md
The following table gives you an overview of the columns required in the SQL query:,"In der folgenden Tabelle erhältst du einen Überblick über die Spalten, die in der SQL-Abfrage erforderlich sind:",add-csv-integration.md
"> Depending on your [WFM plan](https://www.injixo.com/pricing/), not all channels for the injixo source queue might be available to you.","> Je nach [WFM-Plan](https://www.injixo.com/de/pricing/) kann es sein, dass dir nicht alle Kanäle für die injixo Quell-Queue zur Verfügung stehen.",add-csv-integration.md
| Column name | Data type | Required | Details                                                                                                                                                                                                  |,| Spaltenname | Datentyp | Erforderlich | Erläuterung                                                                                                                                                                                                         |,add-csv-integration.md
| ----------- | --------- | -------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,| ----------- | -------- | ------------ | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,add-csv-integration.md
| queue       | String    | Yes      | Identifier for the queue                                                                                                                                                                                 |,| queue       | String   | Ja           | Bezeichnung für die Queue                                                                                                                                                                                           |,add-csv-integration.md
| timestamp   | Datetime  | Yes      | Start of the interval in the format YYYY-MM-DD hh:mm:ss                                                                                                                                                  |,| timestamp   | Datetime | Ja           | Start des Intervalls im Format YYYY-MM-DD hh:mm:ss                                                                                                                                                                  |,add-csv-integration.md
| offered     | Integer   | Yes      | Amount of contacts (e.g calls or emails) in the interval                                                                                                                                                 |,| offered     | Integer  | Ja           | Anzahl Kontakte (z.&nbsp;B. Anrufe oder E-Mails) im Intervall                                                                                                                                                       |,add-csv-integration.md
| handled     | Integer   | Yes      | interval-based: Amount of contacts that have been handled in the interval<br>contact-based: The value 1 indicates that the contact has been handled. The value 0 indicates that it has not been handled. |,"| handled     | Integer  | Ja           | Intervallbasiert: Anzahl der Kontakte, die im Intervall bearbeitet wurden.<br>Kontaktbasiert: Der Wert 1 bedeutet, dass der Kontakt bearbeitet wurde. Der Wert 0 bedeutet, dass der Kontakt nicht bearbeitet wurde. |",add-csv-integration.md
