en,es,article
| **People**                                                           | {% link_new Create and manage | features/people/manage-people.md %} a person's account and manage contact and address information. |,| **People**                                                           | {% link_new Crear y gestionar | features/people/manage-people.md %} cuentas de empleados y gestionar la información de contacto y dirección. |,employee-overview.md
"In _Plan > Configuration > Employees_{:.breadcrumbs}, users without admin access can only see employees assigned to the planning units they have permissions for. Employees who are not assigned to a planning unit do not appear in the list, even if All is selected in the planning unit and selection drop-down menus. Users with admin access can see all employees.","En _Plan > Configuración > Empleados_{:.breadcrumbs}, los usuarios sin acceso de administrador solo pueden ver a los empleados asignados a las unidades de planificación para las que tienen permisos. Los empleados que no están asignados a ninguna unidad de planificación no aparecen en la lista, incluso si seleccionas Todas/Todos en los menús desplegables de unidad de planificación y selección. Los usuarios con acceso de administrador pueden ver todos los empleados.",employee-overview.md
"Employees, users and people are synchronized, so you only have to create an employee once and you will also only be billed once.","Los empleados y usuarios están sincronizados, por lo que solo tienes que crear cada empleado una única vez y también se facturará una sola vez.",employee-overview.md
"> For each employee or user you create in one of the three sections, your organization will be {% link_new billed | getting-started/how-does-billing-work.md %} until you {% link_new deactivate or delete | features/administration/deactivate-employees.md %} them.",> A tu organización se le {% link_new facturará | getting-started/how-does-billing-work.md %} cada empleado o usuario que crees en una de las tres secciones hasta que los {% link_new desactives o elimines | features/administration/deactivate-employees.md %}.,employee-overview.md
## Create an employee,## Crear un empleado,employee-overview.md
"To create an employee with the basic settings, injixo requires you to complete all mandatory fields. Before you can set up the employee for scheduling, you have to [configure](#configure-employee-settings) several other [employee settings](#overview-of-employee-settings).","Para crear un empleado con la configuración básica, injixo requiere que completes todos los campos obligatorios. Antes de configurar al empleado para la planificación, debes [configurar](#configurar-los-ajustes-de-empleado) diversos otros [ajustes del empleado](#panorámica-de-los-ajustes-de-empleado).",employee-overview.md
"To create an employee with the basic settings, follow the steps below:","Para crear un empleado con la configuración básica, sigue estos pasos:",employee-overview.md
1. Go to _Plan > Configuration > Employees_{:.breadcrumbs}.,1. Ve a _Plan > Configuración > Empleados_{:.breadcrumbs}.,employee-overview.md
"2. In the action bar, click the {% icon item-add %}.","2. En la barra de acciones, haz clic en el {% icon item-add %}.",employee-overview.md
"3. In the **General** section, add a unique **Personnel number**.","3. En la sección **General**, añade un **número personal** único.",employee-overview.md
"4. In the **Personal data** section, add the **Last name** of the employee.","4. En la sección **Datos personales**, añade los **apellidos** del empleado.",employee-overview.md
"5. In the **injixo Login (Email)** field, enter the email address the employee is going to use for injixo. A user login for injixo Me is automatically created.","5. En el campo de **injixo Inicio de sesión (Correo electrónico)**, introduce la dirección de correo electrónico que el empleado va a utilizar para injixo. La dirección de correo funciona automáticamente también para iniciar sesión en injixo Me.",employee-overview.md
"6. {% link_new Set a password | features/injixo-me/set-up-injixo-me/give-employees-access-to-injixo-me.md %} for the employee, so that they can log in to injixo.<br>You can do this after finishing the basic configuration of the employee.",6. {% link_new Establece una contraseña | features/injixo-me/set-up-injixo-me/give-employees-access-to-injixo-me.md %} para que el empleado pueda iniciar sesión en injixo.<br>Puedes hacerlo tras terminar la configuración básica del empleado.,employee-overview.md
7. Click _OK_{:.doc-button}.<br>The system automatically sets the join date to the current day. You can manually change it later in the [Staff membership section](#other-settings).,7. Haz clic en _Aceptar_{:.doc-button}.<br>injixo establece automáticamente la fecha actual como fecha de entrada. Puedes cambiarla manualmente más tarde en la sección [Pertenencia a la empresa](#otros-ajustes).,employee-overview.md
"When you create an employee, injixo automatically creates a user with the agent role.","Cuando creas un empleado, injixo crea automáticamente un usuario con el rol Agente.",employee-overview.md
## Configure employee settings,## Configurar los ajustes de empleado,employee-overview.md
"After you have created an employee with the mandatory basic settings, you can configure the scheduling-related settings. To do that, follow the steps below:","Después de haber creado un empleado con la configuración básica obligatoria, puedes configurar los ajustes para la planificación. Para ello, sigue los pasos a continuación:",employee-overview.md
Prerequisite: You have set up {% link_new all elements required for scheduling | getting-started/set-up-base-configuration.md | #required-configuration-elements %}.,Prerrequisito: Has configurado {% link_new todos los elementos requeridos para la planificación | getting-started/set-up-base-configuration.md | #elementos-de-configuración-requeridos %}.,employee-overview.md
1. Click an employee in the list.<br>,1. Haz clic en un empleado de la lista.<br>,employee-overview.md
You can use the blue quick links in the upper right to quickly navigate to a section.,Puedes usar los enlaces rápidos en azul en la parte superior derecha para navegar rápidamente a una sección.,employee-overview.md
"2. Click the {% icon item-add %} in a section to add a new setting. To edit an existing setting, click the {% icon item-edit %}.<br>Learn more about the [individual setting options](#overview-of-employee-settings).","2. Haz clic en el {% icon item-add %} en una sección para añadir un nuevo ajuste. Para editar un ajuste ya existente, haz clic en el {% icon item-edit %}.<br>Aprende más sobre las [opciones individuales de configuración](#panorámica-de-los-ajustes-de-empleado).",employee-overview.md
"3. (Optional) In some sections, you can configure {% link_new Valid From and Valid To dates | features/administration/set-a-validity-period.md %} that limit the validity period for a setting.","3. (Opcional) En algunas secciones, puedes configurar las fechas {% link_new «Válido desde» y «Válido hasta»| features/administration/set-a-validity-period.md %}, que limitan el período de validez de un ajuste.",employee-overview.md
"4. To save your changes, click _OK_{:.doc-button}.","4. Para guardar tus cambios, haz clic en _Aceptar_{:.doc-button}.",employee-overview.md
## Overview of employee settings,## Panorámica de los ajustes de empleado,employee-overview.md
"In the following sections, you can find information about mandatory and optional scheduling settings for employee configuration.","En las siguientes secciones, puedes encontrar información sobre los ajustes obligatorios y opcionales para configurar a un empleado para la planificación.",employee-overview.md
### Mandatory scheduling settings,### Ajustes de planificación obligatorios,employee-overview.md
"The following list shows the mandatory configuration items you need to assign to your employees in order to schedule them. To learn more about each configuration item, follow the links.","La siguiente lista muestra los ajustes obligatorios que debes asignar a tus empleados para poder incluirlos en la planificación. Para aprender más sobre cada ajuste, sigue los enlaces.",employee-overview.md
> Note,> Atención,employee-overview.md
>,>,employee-overview.md
> You cannot add assignments with overlapping {% link_new validity periods | features/administration/set-a-validity-period.md %}.,> No puedes asignar elementos con {% link_new períodos de validez | features/administration/set-a-validity-period.md %} superpuestos.,employee-overview.md
"> Past and future assignments are hidden by default. To show them, click the Display all icon {% icon assignment-history | icon-only %}.","> Las asignaciones pasadas y futuras están ocultas por defecto. Para mostrarlas, haz clic en el icono Mostrar todo {% icon assignment-history | icon-only %}.",employee-overview.md
- {% link_new Contracts | features/administration/create-contracts.md %}: The drop-down menu shows all available contracts. Choose the right contract for your employee and assign it to them.,- {% link_new Contratos | features/administration/create-contracts.md %}: el menú desplegable muestra todos los contratos disponibles. Elige el contrato adecuado para tu empleado y asígnaselo.,employee-overview.md
- {% link_new Skill levels | features/administration/work-with-skills.md %}: Skill levels reflect how qualified an employee is to work on a certain task. Select one or more skill levels from the drop-down menu.,- {% link_new Niveles de cualificación | features/administration/work-with-skills.md %}: los niveles de cualificación reflejan la capacidad de un empleado para trabajar en una tarea específica. Selecciona uno o varios niveles de cualificación en el menú desplegable.,employee-overview.md
"- {% link_new Activities | features/administration/activities.md %}: Activities are the tasks an employee can work on based on their skills. The activities section is auto-populated after assigning a skill level to an employee. Activities that all employees can work on do not require a skill, e.g. the preset activities Present and Vacation.","- {% link_new Actividades | features/administration/activities.md %}: las actividades son las tareas en las que un empleado puede trabajar según sus cualificaciones. La sección de actividades se completa automáticamente después de asignar un nivel de cualificación a un empleado. Las actividades en las que todos los empleados pueden trabajar no requieren cualificaciones, p.&nbsp;ej., las actividades predefinidas Presente y Vacaciones.",employee-overview.md
"- {% link_new Planning units | features/administration/create-and-manage-planning-units.md %}: Planning units group employees. An employee can be assigned to more than one planning unit but needs at least one planning unit with priority 1. Other planning units can be assigned with a value between 1 and 100 for each employee, with 1 being the highest priority.","- {% link_new Unidades de planificación | features/administration/create-and-manage-planning-units.md %}: las unidades de planificación agrupan empleados. Un empleado puede ser asignado a más de una unidad de planificación, pero necesita al menos una unidad de planificación con prioridad 1. Se le pueden asignar otras unidades de planificación con un valor entre 1 y 100 para cada empleado, siendo 1 la prioridad más alta.",employee-overview.md
### Optional scheduling settings,### Ajustes de planificación opcionales,employee-overview.md
"The following settings are not mandatory but can also be used for scheduling. To learn more about each configuration item, follow the links.","Los siguientes ajustes no son obligatorios, pero también pueden usarse para la planificación. Para aprender más sobre cada ajuste, sigue los enlaces.",employee-overview.md
"- {% link_new Availability | features/administration/availabilities.md %}: Define on which days and at which times an employee is available for scheduling. If you want to always exclude an employee from scheduling on a certain day of the week, set the availability for the respective {% link_new day type | features/administration/day-types.md %} to one minute. To set the same availability for several employees at once, use day models of the {% link_new Availability Period type | features/administration/daymodels/daymodel-creation.md | #availability-period %} in shift sequences. If an employee is available without limitation, you don't need to add any availabilities.","- {% link_new Disponibilidad | features/administration/availabilities.md %}: define en qué días y a qué horas un empleado está disponible para ser planificado. Si deseas excluir siempre a un empleado de la planificación en un día específico de la semana, establece una disponibilidad de un minuto para el {% link_new tipo de día | features/administration/day-types.md %} en cuestión. Para establecer la misma disponibilidad para múltiples empleados a la vez, usa modelos de horario de {% link_new tipo márgenes de disponibilidad | features/administration/daymodels/daymodel-creation.md | #margen-de-disponibilidad %} en las rotaciones de turnos. Si un empleado está disponible sin limitaciones, no es necesario añadir ninguna disponibilidad.",employee-overview.md
"- {% link_new Day models | features/administration/daymodels/daymodel-creation.md %}: By default, injixo uses all day models assigned to the planning unit to create schedules for your employees. If you assign personal day models to an employee, the schedule optimization will only use these specific day models for the employee. If you want injixo to only schedule employees who have been assigned personal day models, you can activate the scheduling rule _2661_{:.id-label} _Day model assignment to employee_.","- {% link_new Modelos de horario | features/administration/daymodels/daymodel-creation.md %}: por defecto, injixo usa todos los modelos de horario asignados a la unidad de planificación para crear horarios para tus empleados. Si asignas modelos de horario personales a un empleado, la planificación optimizada solo usará estos modelos de horario específicos para el empleado. Si quieres que injixo solo planifique empleados que hayan sido asignados a modelos de horario personales, puedes activar la regla de planificación 2661.",employee-overview.md
"- {% link_new Shift sequences | features/administration/shift-sequences.md %}: Shift sequences contain day models or activities with a repeating weekly pattern. If you want to use shift sequences to create schedules for your employees, you have to create and [assign shift sequences to an employee](#assign-a-shift-sequence) first. You can also choose to assign more than one shift sequence to an employee, for example, if you want to use a different shift sequence for weekends and weekdays.","- {% link_new Rotaciones de turnos | features/administration/shift-sequences.md %}: las rotaciones de turnos contienen modelos de horarios o actividades con un patrón semanal repetitivo. Si quieres usar rotaciones de turnos para crear horarios para tus empleados, primero debes crear y [asignar rotaciones de turnos a un empleado](#asignar-una-rotación-de-turnos). También puedes asignar varias rotaciones de turnos a un empleado, p.&nbsp;ej., si quieres usar una rotación de turnos para los fines de semana y otra para los días laborables.",employee-overview.md
"- {% link_new Selections | features/administration/selections.md %}: Selections serve as a type of filter that you can use to display a filtered group of employees in an overview or to perform an action simultaneously for a specific group of employees. You can create one or several selections from the Selections drop-down menu. Examples of selections could be a group of employees who are always scheduled in the same way, have the same contract, work in shift sequences, carpool to work, or who are scheduled first due to their full-time status.","- {% link_new Grupos | features/administration/selections.md %}: los grupos funcionan como una especie de filtro para mostrar una selección de empleados en una vista general o para realizar una acción simultáneamente para un grupo específico de empleados. Puedes crear uno o varios grupos desde el menú desplegable Grupos. Ejemplos de grupos son empleados que siempre tienen el mismo horario, tienen el mismo contrato, trabajan en rotaciones de turnos, comparten coche para ir al trabajo, o que son planificados primero porque trabajan a jornada completa.",employee-overview.md
- {% link_new Work time pattern models | features/administration/work-time-pattern-models.md %}: Use work time pattern models to limit the automatic scheduling to a subset of all available day models. You can only assign one work time pattern model per employee. Choose a {% link_new reference date | features/administration/reference-date.md %} to mark the start date for the work time pattern model.,- {% link_new Modelos de planificación | features/administration/work-time-pattern-models.md %}: usa los modelos de planificación para limitar la planificación automática a un subconjunto de los modelos de horario disponibles. Solo puedes asignar un modelo de planificación por empleado. Elige una {% link_new fecha de referencia | features/administration/reference-date.md %} para marcar la fecha de inicio del modelo de planificación.,employee-overview.md
- External systems: Assign {% link_new external user identifiers | features/acd-integration/cloud/import-agent-status-data.md | #map-external-user-identifiers-to-people-in-injixo %} which are needed for the agent status import from your ACD.,"- Sistemas externos: asigna a tus empleados {% link_new identificadores de usuarios externos | features/acd-integration/cloud/import-agent-status-data.md | #asignar-identificadores-de-usuarios-externos-a-los-empleados-en-injixo %}, que son necesarios para importar estados de los agentes de tu distribuidor de llamadas.",employee-overview.md
### Other settings,### Otros ajustes,employee-overview.md
"The following section provides an overview of the remaining settings in the employee configuration. Most of them are not relevant for scheduling. For further information about these settings, you can also hover over them in the UI to display the setting details.","Esta sección proporciona una descripción general de los ajustes restantes en la configuración del empleado. La mayoría de ellos no son relevantes para la planificación. Para obtener más información sobre estos ajustes, puedes pasar el cursor sobre ellas en la interfaz de usuario para ver los detalles de cada ajuste.",employee-overview.md
"- Staff membership: When you [create an employee with the basic settings](#create-an-employee), the join date is automatically set. Here, you can edit the join date and set a leave date, if required.","- Pertenencia a la empresa: cuando [creas un empleado con la configuración básica](#crear-un-empleado), la fecha de entrada se establece automáticamente. Aquí puedes editar la fecha de entrada y establecer una fecha de salida, en caso necesario.",employee-overview.md
"- Personal data: Enter personal data for your employee, e.g. address data, phone number, and country.","- Datos personales: introduce los datos personales de tu empleado, como la dirección, el número de teléfono y el país.",employee-overview.md
- Identification card numbers: Enter the number of your employee's company ID card or other personal ID card.,- Números de identificación: introduce el número de la tarjeta de identificación corporativa de tu empleado o cualquier otra tarjeta de identificación personal.,employee-overview.md
- Miscellaneous,- Otros datos,employee-overview.md
Some of the settings in the Miscellaneous section are relevant for scheduling and others are not. The following table provides an overview of the setting details.,"Algunas informaciones en la sección Otros datos son relevantes para la planificación, mientras que otras no lo son. La siguiente tabla ofrece una panorámica con los detalles de los ajustes",employee-overview.md
| Setting        | Relevant for scheduling | Description                |,| Ajuste        | Relevante para la planificación | Descripción                |,employee-overview.md
|----------------| ------------------------|----------------------------|,|----------------| ------------------------|----------------------------|,employee-overview.md
|Color       | No                      | Pick a color to quickly identify the employee in the schedule.  |,|Color       | No                      | Elige un color para identificar rápidamente al empleado en la planificación.  |,employee-overview.md
|Date and place of birth  |       No |  Add the employee's date and place of birth.  |,|Fecha y lugar de nacimiento  |       No |  Añade la fecha y lugar de nacimiento del empleado.  |,employee-overview.md
|Schedule position  | Yes | Defines the sorting order for the {% link_new Sort by Schedule Position | features/scheduling/shiftcenter/sort-and-filter-items.md | #sort-the-items-of-a-level %} functionality in Shift Center. The default value is 0 and Shift Center will sort in ascending order.  |,|Posición en el plan  | Sí | Define el orden de clasificación para la funcionalidad {% link_new Ordenar según la posición en el plan | features/scheduling/shiftcenter/sort-and-filter-items.md | #sort-the-items-of-a-level %} en el Centro de planificación. El valor predeterminado es 0 y el Centro de planificación ordena de forma ascendente.  |,employee-overview.md
"|Shift assignment | Yes | The checkbox is checked by default and is required if you want to schedule employees automatically. If you do not want this, uncheck the checkbox. You can still manually assign shifts and insert shift sequences for this employee.  |","|Asignar turnos | Sí | La casilla está marcada por defecto y es obligatoria si deseas planificar a los empleados automáticamente. Si no quieres que esto ocurra, desmarca la casilla. Todavía puedes asignar turnos manualmente e insertar rotaciones de turnos para este empleado.  |",employee-overview.md
## Use mass update,## Usar la modificación masiva,employee-overview.md
"In injixo Advanced and Enterprise WFM, you can use the {% link_new mass update functionality | features/administration/mass-update.md %} to edit multiple employees at once.","En injixo Advanced y Enterprise WFM, puedes usar la {% link_new funcionalidad de modificación masiva | features/administration/mass-update.md %} para modifcar varios empleados a la vez.",employee-overview.md
## Assign a shift sequence,## Asignar una rotación de turnos,employee-overview.md
A shift sequence is a set of day models or activities that is repeated regularly. Learn how to {% link_new create shift sequences | features/administration/shift-sequences.md %} and how to insert them into your schedule.,Una rotación de turnos es un conjunto de modelos de horario o actividades que se repite con regularidad. Aprende cómo {% link_new crear rotaciones de turnos | features/administration/shift-sequences.md %} e insertarlas en tu planificación.,employee-overview.md
"To assign a shift sequence, follow the steps below:","Para asignar una rotación de turnos, sigue los pasos a continuación:",employee-overview.md
"1. In the **Shift Sequences** section, click the {% icon item-add %}.",1. En la sección **Rotaciones de turnos** haz clic en el {% icon item-add %}.,employee-overview.md
2. Select a shift sequence.,2. Selecciona una rotación de turnos,employee-overview.md
"3. From the employee row drop-down menu, select the row of the {% link_new shift sequence | features/administration/shift-sequences.md %} that applies to the employee.","3. Desde el menú desplegable de la fila de empleados, selecciona la fila de la {% link_new rotación de turnos | features/administration/shift-sequences.md %} que corresponda al empleado.",employee-overview.md
4. Specify the sequence.<br>This setting is only relevant if you need to assign more than one shift sequence to an employee. Shift sequences with lower values are inserted first and can be overwritten by subsequent ones.,4. Especifica el orden.<br>Este ajuste solo es relevante si necesitas asignar más de una rotación de turnos a un empleado. Las rotaciones de turnos con valores más bajos se insertan primero y pueden ser sobrescritas por las siguientes.,employee-overview.md
5. Set a {% link_new Reference Date | features/administration/reference-date.md %} that marks the start day for the shift sequence.,5. Establece una {% link_new fecha de referencia | features/administration/reference-date.md %} que marque el primer día de la rotación de turnos.,employee-overview.md
6. Click _OK_{:.doc-button}.,6. Haz clic en _Aceptar_{:.doc-button}.,employee-overview.md
You can now {% link_new add shift sequences | features/scheduling/capacity/capacity-insert-shift-sequences.md %} to the schedule.,   Ahora puedes {% link_new añadir rotaciones de turnos | features/scheduling/capacity/capacity-insert-shift-sequences.md %} a la planificación.,employee-overview.md
## Delegate employees,## Transferir empleados,employee-overview.md
"If your employees often work in other planning units for a limited amount of time, you can use the Delegate employee functionality to temporarily assign employees to another planning unit.","Si tus empleados trabajan a menudo en otras unidades de planificación durante un tiempo limitado, puedes usar la funcionalidad Transferir empleado para asignar a los empleados temporalmente a otra unidad de planificación.",employee-overview.md
"During the delegation period, the new planning unit automatically takes priority for scheduling. When the defined period ends, the employee is automatically scheduled in their old planning unit again. The Delegate employee functionality saves time compared to manually reassigning the planning unit.","Durante el período de transferencia, la nueva unidad de planificación tiene automáticamente prioridad durante la planificación. Cuando el período definido acaba, el empleado automáticamente vuelve a ser planificado en su antigua unidad de planificación. La funcionalidad Transferir empleado ahorra tiempo en comparación con reasignar manualmente la unidad de planificación.",employee-overview.md
"To delegate an employee, follow the steps below.","Para transferir un empleado, sigue los siguientes pasos.",employee-overview.md
1. Select an employee.,1. Selecciona un empleado,employee-overview.md
2. Go to the **Planning units** section.,2. Ve a la sección **Unidades de planificación**.,employee-overview.md
"3. In the section header, click the {% icon delegate-employees %}.","3. En el encabezado de la sección, haz clic en el {% icon delegate-employees %}.",employee-overview.md
4. Select the planning unit the employee is delegated to.,4. Selecciona la unidad de planificación a la que quieres transferir el empleado.,employee-overview.md
5. Enter a start date and an end date for the delegation period.,5. Introduce una fecha de inicio y una fecha de finalización para la transferencia.,employee-overview.md
6. Click _OK_{:.doc-button}.,6. Haz clic en _Aceptar_{:.doc-button}.,employee-overview.md
> Note,> Atención,employee-overview.md
>,>,employee-overview.md
"> An employee who is assigned to multiple planning units at the same time, will always be delegated from the planning unit with the highest priority.","> Si un empleado está asignado a múltiples unidades de planificación al mismo tiempo, siempre será delegado desde la unidad de planificación con la mayor prioridad.",employee-overview.md
"To configure how injixo handles activities during scheduling and for reporting, use the {% link_new activity types and properties | features/administration/activity-types-and-properties.md %} under _Plan > Configuration > Activities_{:.breadcrumbs}.","Para configurar cómo injixo maneja las actividades durante la planificación y en los informes, usa los {% link_new tipos y propiedas de las actividades| features/administration/activity-types-and-properties.md %} en _Plan > Configuración > Actividades_{:.breadcrumbs}.",activity-examples.md
"Below, you will find configuration examples for frequently used activities, their type and matching properties.",A continuación encontrarás ejemplos de configuración para actividades usadas frecuentemente y sus tipos y actividades correspondientes.,activity-examples.md
"## Presence, break, illness, and vacation","## Presencia, pausa, enfermedad y vacaciones",activity-examples.md
"This table covers setup examples for the activity types Presence, Break, Illness and Vacation.","Esta tabla incluye ejemplos de configuración para los tipos de actividad presencia, pausa, enfermedad y vacaciones.",activity-examples.md
"The Present activity is a pre-configured standard activity in injixo. You can use it for all activities your people work on and that are based on staff requirements, e.g. calls.","La actividad Presente es una actividad estándar preconfigurada en injixo. Puedes usarla para todas las actividades en las que tus empleados trabajen y que estén basadas en los requisitos de personal, p.&nbsp;ej., Llamadas.",activity-examples.md
"<div class=""table__wrapper"" markdown=""1"">","<div class=""table__wrapper"" markdown=""1"">",activity-examples.md
<style>,<style>,activity-examples.md
table {,table {,activity-examples.md
   width: 100%;,   width: 100%;,activity-examples.md
},},activity-examples.md
</style>,</style>,activity-examples.md
| &nbsp;                                      |  Present  | Lunch break |         Illness         |  Vacation |,|                                        |  Presente  | Pausa para comer |         Enfermedad         |  Vacaciones |,activity-examples.md
| ------------------------------------------- | :---------------------: | :----------------------: | :---------------------: | :---------------------: |,| ------------------------------------------- | :---------------------: | :----------------------: | :---------------------: | :---------------------: |,activity-examples.md
| **Type**                                        |         Presence         |          Break           |         Illness         |        Vacation         |,| **Tipo**                                        |         Presencia         |          Pausa           |         Enfermedad         |        Vacaciones         |,activity-examples.md
"| Paid                                        | <i class=""fa fa-check""> |                          | <i class=""fa fa-check""> | <i class=""fa fa-check""> |","| Remunerada                                        | <i class=""fa fa-check""> |                          | <i class=""fa fa-check""> | <i class=""fa fa-check""> |",activity-examples.md
"| Comply with rest period                     | <i class=""fa fa-check""> |                          |                         |","| Respetar tiempo de descanso                     | <i class=""fa fa-check""> |                          |                         |",activity-examples.md
"| Plannable                                   | <i class=""fa fa-check""> |                          |                         |","| Planificable                                   | <i class=""fa fa-check""> |                          |                         |",activity-examples.md
"| Requestable in Me                                 |                         | <i class=""fa fa-check"">  |                         | <i class=""fa fa-check""> |","| Se puede solicitar en Me                                 |                         | <i class=""fa fa-check"">  |                         | <i class=""fa fa-check""> |",activity-examples.md
"| Replaceable                                 | <i class=""fa fa-check""> |                          |                         |","| Sustituible                                 | <i class=""fa fa-check""> |                          |                         |",activity-examples.md
"| Exchangeable with shift swap            | <i class=""fa fa-check""> | <i class=""fa fa-check"">  |                         |","| Intercambiable en intercambio de turnos            | <i class=""fa fa-check""> | <i class=""fa fa-check"">  |                         |",activity-examples.md
"| Allow as full-day activity                  |                         |                          | <i class=""fa fa-check""> | <i class=""fa fa-check""> |","| Actividad de jornada completa                  |                         |                          | <i class=""fa fa-check""> | <i class=""fa fa-check""> |",activity-examples.md
</div>,</div>,activity-examples.md
"Depending on your organization's policy, contracts or labor regulations, some breaks may also be unpaid. In this case, uncheck the Paid checkbox.","Dependiendo de las normativas de tu organización, los contratos o las regulaciones laborales, algunas pausas pueden ser no remuneradas. En este caso, desmarca la casilla Remunerada.",activity-examples.md
## Absences and meetings,## Ausencias y reuniones,activity-examples.md
This table covers setup examples for the activity types Absence and Meeting.,Esta tabla incluye ejemplos de configuración para los tipos de actividad ausencia y reunión.,activity-examples.md
Paid absences are typically used to compensate overtime or as a blocker to {% link_new schedule public holidays | best-practices/scheduling-public-holidays.md %}.,Las ausencias pagadas se usan por regla general para compensar horas extraordinarias o como un bloqueador para {% link_new planificar días festivos | best-practices/scheduling-public-holidays.md %}.,activity-examples.md
"If there are days when an employee cannot work under any circumstances, you can block those days using the configuration setup under Unpaid absence.","Si hay días en los que un empleado no puede trabajar bajo ninguna circunstancia, puedes bloquearlos con la configuración detallada aquí para Ausencia no remunerada.",activity-examples.md
"<div class=""table__wrapper"" markdown=""1"">","<div class=""table__wrapper"" markdown=""1"">",activity-examples.md
| &nbsp;                                        | Paid absence | Unpaid absence |    Full-day meeting     |  Training  |,|                                          | Ausencia remunerada | Ausencia no remunerada |    Reunión de jornada completa     |  Formación  |,activity-examples.md
| --------------------------------------------- | :-----------------------: | :-------------------------: | :---------------------: | :---------------------: |,| --------------------------------------------- | :-----------------------: | :-------------------------: | :---------------------: | :---------------------: |,activity-examples.md
| **Type**                                          |          Absence          |           Absence           |         Meeting         |         Meeting         |,| **Tipo**                                          |          Ausencia          |           Ausencia           |         Reunión         |         Reunión         |,activity-examples.md
"| Paid                                          |  <i class=""fa fa-check"">  |                             | <i class=""fa fa-check""> | <i class=""fa fa-check""> |","| Remunerada                                          |  <i class=""fa fa-check"">  |                             | <i class=""fa fa-check""> | <i class=""fa fa-check""> |",activity-examples.md
"| Comply with rest period                       |                           |                             | <i class=""fa fa-check""> |","| Respetar tiempo de descanso                       |                           |                             | <i class=""fa fa-check""> |",activity-examples.md
| Plannable                                     |                           |                             |                         |,| Planificable                                     |                           |                             |                         |,activity-examples.md
"| Requestable in Me                                   |  <i class=""fa fa-check"">  |   <i class=""fa fa-check"">   |                         |","| Se puede solicitar en Me                                   |  <i class=""fa fa-check"">  |   <i class=""fa fa-check"">   |                         |",activity-examples.md
| Replaceable                                   |                           |                             |                         |,| Sustituible                                   |                           |                             |                         |,activity-examples.md
| Exchangeable with shift swap              |                           |                             |                         |,| Intercambiable en intercambio de turnos              |                           |                             |                         |,activity-examples.md
"| Allow as full-day activity                    |  <i class=""fa fa-check"">  |   <i class=""fa fa-check"">   |                         | <i class=""fa fa-check""> |","| Actividad de jornada completa                    |  <i class=""fa fa-check"">  |   <i class=""fa fa-check"">   |                         | <i class=""fa fa-check""> |",activity-examples.md
</div>,</div>,activity-examples.md
You can also use paid absences as compensation days for overtime or as paid blocker when {% link_new scheduling public holidays | best-practices/scheduling-public-holidays.md %}.<br>,También puedes utilizar las ausencias remuneradas como días de compensación por horas extraordinarias o como bloqueo pagado cuando {% link_new planifiques días festivos| best-practices/scheduling-public-holidays.md %}.<br>,activity-examples.md
The Unpaid Absence activity can also be used to flexibly determine on which days an employee will not work under any circumstances.,La actividad de ausencia no remunerada también se puede utilizar para determinar de manera flexible qué días un empleado no trabajará bajo ninguna circunstancia.,activity-examples.md
"Planning units group people and configuration data for scheduling purposes. Your business locations do not necessarily have to correspond to your planning units. For example, people who work at two different locations can be {% link_new assigned | features/administration/employee-overview.md | #configure-employee-settings %} to one planning unit. We recommend using one single planning unit, unless:","Las unidades de planificación agrupan empleados y datos de configuración que se usan durante la planificación. Las ubicaciones de tu organización no tienen por qué corresponder con tus unidades de planificación. Por ejemplo, si tienes empleados que trabajan en dos ubicaciones diferentes, puedes {% link_new asignarlos | features/administration/employee-overview.md | #configurar-los-ajustes-de-empleado %} a una única unidad de planificación. Recomendamos usar solo una unidad de planificación, excepto en los siguientes casos:",create-and-manage-planning-units.md
"- people are in different time zones. In this case, use one planning unit per time zone.","- Tienes empleados que trabajan en distintas zonas horarias. En este caso, usa una unidad de planificación para cada zona horaria.",create-and-manage-planning-units.md
"- planners in your company are responsible for separate groups of people, e.g. according to business units.","- En tu organización, distintos planificadores coordinan distintos grupos de empleados, p.&nbsp;ej., empleados pertenecientes a distintas unidades de negocio.",create-and-manage-planning-units.md
injixo Advanced and Enterprise WFM provide custom user roles to restrict user access to different planning units.,injixo Advanced y Enterprise WFM ofrecen roles de usuario personalizables para limitar el acceso de los usuarios a las distintas unidades de planificación.,create-and-manage-planning-units.md
"If you are working with several planning units, you can temporarily change an employee’s assignment from one planning unit to another. Learn more about how to {% link_new delegate employees | features/administration/employee-overview.md | #delegate-employees %}.","Si trabajas con varias unidades de planificación, puedes transferir temporalmente empleados de una unidad de planificación a otra. Aprende más sobre cómo {% link_new transferir empleados | features/administration/employee-overview.md | #transferir-empleados %}.",create-and-manage-planning-units.md
## Create planning units,## Crear unidades de planificación,create-and-manage-planning-units.md
1. Go to _Plan > Configuration > Planning Units_{:.breadcrumbs}.,1. Ve a _Plan > Configuración > Unidades de planificación_{:.breadcrumbs}.,create-and-manage-planning-units.md
2. Click the New icon {% icon item-add | icon-only %} in the upper left.,2. Haz clic en el icono Nuevo {% icon item-add | icon-only %} arriba a la izquierda.,create-and-manage-planning-units.md
   A configuration panel opens on the right side.,   Se abre un panel de configuración a la derecha.,create-and-manage-planning-units.md
3. Complete the following fields:,3. Completa los siguientes campos:,create-and-manage-planning-units.md
