en,fr,article
"| B    | Fixed Rotation     | injixo plans the week time patterns in the order defined by their positions. | For each week, injixo will choose the day model that best covers the staff requirements. | Fixed    | Each person is assigned the same day model for the entire week, e.g. starting at 9&nbsp;AM from Monday to Friday. Define [exception days](#exception-days) if you want to plan a different day model. Fixed Rotation is the most consistent shift assignment of all four types. |","| B    | Roulement fixe     | injixo planifie les modèles hebdomadaires dans l’ordre défini par leur position. | Pour chaque semaine, injixo sélectionne le modèle horaire qui couvre le besoin en personnel de manière optimale. | Fixe    | Le même modèle horaire est assigné à chaque employé pour toute la semaine, par exemple en commençant à 9h00 du lundi au vendredi. Définissez des [jours dérogatoires](#jours-dérogatoires) si vous souhaitez planifier un autre modèle horaire. Le roulement fixe est l’assignation de journées la plus régulière des quatre types. |",work-time-pattern-models.md
"| C    | Variable Rotation  | injixo does not respect the defined position of week time patterns. | injixo chooses one day model for the whole week. | Fixed    | People can be assigned any week time pattern to best meet staff requirements. Since the shifts start at the same time, people have consistent working hours throughout the week. |","| C    | Roulement variable  | injixo ne prend pas en compte la position définie des modèles hebdomadaires. | injixo sélectionne un modèle horaire pour l’ensemble de la semaine. | Fixe    | Le modèle hebdomadaire qui couvre au mieux le besoin en personnel peut être assigné aux employés. Étant donné que les journées commencent à la même heure, les heures de travail des employés sur la semaine sont cohérentes. |",work-time-pattern-models.md
"| D    | Combined Rotation (A/B) | injixo respects the position defined for the week time patterns. | injixo chooses one day model for the whole week.| Flexible (within a time frame)    |  Based on staff requirements, injixo can schedule people with early shifts to start working between 8&nbsp;AM and 10&nbsp;AM. With type D, injixo can schedule more flexibly to best meet staff requirements, while at the same time assigning fairly consistent schedules to your people. |","| D    | Roulement combiné (A/B) | injixo prend en compte la position définie pour les modèles hebdomadaires. | injixo sélectionne un modèle horaire pour l’ensemble de la semaine.| Flexible (avec cadre temporel)    |  Selon le besoin en personnel, injixo peut planifier des employés sur des journées du matin commençant entre 8h et 10h. Avec le type D, injixo peut les planifier de manière plus flexible pour couvrir le besoin en personnel de manière optimale, tout en assignant des plannings cohérents à vos employés. |",work-time-pattern-models.md
"The following graph shows how the different types of work time pattern models influence your schedule. This example includes a work time pattern model with four week time patterns (WTP in the graph), and three day models in each week time pattern.",Le graphique suivant illustre la façon dont les différents types de modèles de planification influencent votre planning. Cet exemple inclut un modèle de planification avec quatre modèles hebdomadaires et trois modèles horaires dans chaque modèle hebdomadaire.,work-time-pattern-models.md
{{ 2 | image: 'Sample schedule with the different work time pattern model types' }},{{ 2 | image: 'Exemple de planning avec les différents types de modèles de planification' }},work-time-pattern-models.md
## Exception days,## Jours dérogatoires,work-time-pattern-models.md
"Exception days allow injixo to break the rules defined by the [work time pattern model type](#types-of-work-time-pattern-models) in use. For example, you could use exception days to plan one night shift in a week in which the person usually works the morning shift.<br>","Les jours dérogatoires permettent de contourner les règles définies par le [type de modèle de planification](#types-de-modèles-de-planification) utilisé. Par exemple, vous pouvez utiliser des jours dérogatoires pour planifier le travail de nuit sur une semaine durant laquelle l’employé travaille normalement le matin.<br>",work-time-pattern-models.md
"Exception days prioritize staff requirements and ensure better coverage. However, they result in less consistent schedules for your people.","Les jours dérogatoires prennent en compte en priorité le besoin en personnel et permettent une meilleure couverture. Cependant, les plannings de vos employés seront moins réguliers.",work-time-pattern-models.md
"To plan exception days, follow these steps:","Pour planifier des jours dérogatoires, suivez ces étapes&nbsp;:",work-time-pattern-models.md
1. [Create a separate week time pattern](#create-week-time-patterns) and add to it the day models you want to use as exceptions.,1. [Créez un modèle hebdomadaire distinct](#créer-un-modèle-hebdomadaire) et ajoutez-le aux modèles horaires que vous souhaitez utiliser comme exceptions.,work-time-pattern-models.md
"2. In the configuration dialog of the week time patterns that you want to use for the standard shift, define the number of exceptions days per week.","2. Dans la fenêtre de configuration des modèles hebdomadaires que vous souhaitez utiliser pour une journée type, définissez le nombre de jours dérogatoires par semaine.",work-time-pattern-models.md
"3. In the configuration dialog of the work time pattern model, select the week time pattern you want to use for exception days.","3. Dans la fenêtre de configuration du modèle de planification, sélectionnez le modèle hebdomadaire que vous souhaitez utiliser pour les jours dérogatoires.",work-time-pattern-models.md
"When choosing a day model for the week, injixo cannot use the day models defined for exception days. Make sure that all configuration data required for scheduling (i.e. all day models used, as well as the work time pattern model) complies with the {% link_new work time guidelines | features/administration/create-contracts.md | #work-time-guidelines %} defined in the person's contract. If the day model used for the week matches the contract, injixo can substitute the original day model with one defined for exception days, to better meet staff requirements.","Lors de la sélection d’un modèle horaire pour la semaine, injixo ne peut pas utiliser les modèles horaires définis pour les jours dérogatoires. Assurez-vous que toutes les données de configuration requises pour la planification (c’est-à-dire tous les modèles horaires utilisés, ainsi que le modèle de planification) sont conformes aux {% link_new indications des temps de travail | features/administration/create-contracts.md | #indications-des-temps-de-travail %} définies dans le contrat de l’employé. Si le modèle horaire utilisé pour la semaine correspond au contrat, injixo peut remplacer le modèle horaire original avec un modèle horaire défini pour les jours dérogatoires, pour mieux couvrir le besoin en personnel.",work-time-pattern-models.md
## Assign work time pattern models to people,## Assigner des modèles de planification aux employés,work-time-pattern-models.md
1. Go to _Plan > Configuration > Employees_{:.breadcrumbs}.,1. Accédez à _Plan > Configuration > Employés_{:.breadcrumbs}.,work-time-pattern-models.md
2. Select a person from the list.,2. Sélectionnez un employé dans la liste.,work-time-pattern-models.md
3. Click the Add icon {% icon item-add | icon-only %} in the **Work Time Pattern Models** section.<br>,3. Cliquez sur l’icône Ajouter {% icon item-add | icon-only %} dans la section **Modèles de planification**.<br>,work-time-pattern-models.md
   A configuration panel opens on the right side.,   Un panneau de configuration s’ouvre à droite.,work-time-pattern-models.md
4. Configure the settings:<br>,4. Configurez les paramètres&nbsp;:<br>,work-time-pattern-models.md
  **Valid from/Valid to**: Set a {% link_new validity period | features/administration/set-a-validity-period.md %}.<br>,  **Valide du/Valide jusqu’au**&nbsp;: définissez une {% link_new période de validité | features/administration/set-a-validity-period.md %}.<br>,work-time-pattern-models.md
  **Work time pattern model**<br>,  **Modèle de planification**<br>,work-time-pattern-models.md
  **Reference date**: Set a reference date that defines the start day of the work time pattern model.,  **Date de référence**&nbsp;: définissez une date de référence qui définit le premier jour du modèle de planification.,work-time-pattern-models.md
5. Click _OK_{:.doc-button}.,5. Cliquez sur _OK_{:.doc-button}.,work-time-pattern-models.md
Use the {% link_new mass update | features/administration/mass-update.md %} functionality to assign a work time pattern model to several people at once.,Utilisez la fonctionnalité de {% link_new mise à jour en masse | features/administration/mass-update.md %} pour assigner un modèle de planification à plusieurs employés en une fois.,work-time-pattern-models.md
> Caution when using mass update to assign work time pattern models of type B,> Attention lors de l’utilisation de la mise à jour en masse pour l’assignation de modèles de planification de type B,work-time-pattern-models.md
>,>,work-time-pattern-models.md
"> If you use the mass update functionality and set the same reference date for everyone, all people will be scheduled with the same week time pattern at the same time.","> Si vous utilisez la fonctionnalité de mise à jour en masse et définissez la même date de référence pour tous les employés, tous les employés seront planifiés à l’aide du même modèle hebdomadaire en même temps.",work-time-pattern-models.md
>,>,work-time-pattern-models.md
"> Instead, select smaller groups for the mass update, and set subsequent Mondays as reference dates for them. This way, each group will start their rotation in a different week.","> À la place, sélectionnez des groupes plus petits pour la mise à jour en masse et définissez les lundis suivants comme dates de référence pour ces groupes. Ainsi, chaque groupe commencera sa rotation sur une semaine différente.",work-time-pattern-models.md
## Examples,## Exemples,work-time-pattern-models.md
### Example A: Fixed rotation with early and late shifts,### Exemple A&nbsp;: roulement fixe avec matinées et après-midi,work-time-pattern-models.md
"Configure a work time pattern model of type B (fixed rotation), and assign three different week time patterns to it. Remember to define the position for the week time patterns.",Utilisez un modèle de planification de type B (roulement fixe) et assignez-y trois modèles hebdomadaires différents&nbsp;. Assurez-vous de définir la position des modèles hebdomadaires.,work-time-pattern-models.md
- Week time pattern 1 (position 1) contains day models for morning shifts (shifts start between 7&nbsp;AM and 9&nbsp;AM).,- Le modèle hebdomadaire 1 (position 1) contient les modèles horaires pour les matinées (les journées commencent entre 7h et 9h).,work-time-pattern-models.md
- Week time pattern 2 (position 2) contains day models for evening shifts (shifts end at 11&nbsp;PM).,- Le modèle hebdomadaire 2 (position 2) contient les modèles horaires pour les soirées (les journées terminent à 23h).,work-time-pattern-models.md
- Week time pattern 3 (position 3) contains day models for afternoon shifts (shifts start between 11&nbsp;AM and noon).,- Le modèle hebdomadaire 3 (position 3) contient les modèles horaires pour les après-midi (les journées commencent entre 11h et midi).,work-time-pattern-models.md
"With this work time pattern model, people will rotate consistently between one week with morning shifts, one week with evening shifts, and one week with afternoon shifts.","Avec ce modèle de planification, les employés seront en roulement régulier entre une semaine de matinées, une semaine de soirées et une semaine d’après-midis.",work-time-pattern-models.md
"While this requires certain flexibility, people have very consistent working hours throughout the week.","Bien qu’une certaine flexibilité soit requise, les employés ont des heures de travail de travail régulières tout au long de la semaine.",work-time-pattern-models.md
### Example B: Exception days for night shifts,### Exemple B&nbsp;: jours dérogatoires pour les soirées,work-time-pattern-models.md
Configure a work time pattern model with three different week time patterns. Configure a maximum of two exception days per week.,Configurez un modèle de planification avec trois modèles hebdomadaires différents. Configurez un maximum de deux jours dérogatoires par semaine.,work-time-pattern-models.md
- Week time pattern 1 contains day models for morning shifts.,- Le modèle hebdomadaire 1 contient les modèles horaires pour les matinées.,work-time-pattern-models.md
- Week time pattern 2 contains day models for evening shifts.,- Le modèle hebdomadaire 2 contient les modèles horaires pour les soirées.,work-time-pattern-models.md
- Week time pattern 3 contains day models for night shifts (select this one in the drop-down menu **Week Time Pattern - Exception Days**).,- Le modèle hebdomadaire 3 contient les modèles horaires pour les nuits (sélectionnez-le depuis le menu déroulant **Modèle hebdomadaire pour les jours dérogatoires**).,work-time-pattern-models.md
"With this work time pattern model, people will alternate between morning shifts in the first week and evening shifts in the following week. However, because you have defined two exception days, people can also be assigned two night shifts per week, if this is the best assignment to meet staff requirements.","Avec ce modèle de planification, les employés alterneront entre des matinées pendant la première semaine et des soirées la semaine suivante. Cependant, comme vous avez défini deux jours dérogatoires, les employés peuvent recevoir deux nuits par semaine, si cela permet de couvrir le besoin en personnel de manière optimale.",work-time-pattern-models.md
<!-- ### Example: Performance-Based Scheduling With WTPMs and Preferred Day Models,<!-- ### Example: Performance-Based Scheduling With WTPMs and Preferred Day Models,work-time-pattern-models.md
Use Work Time Pattern Models and preferred day models  for Performance-Based Shift Assignment.,Use Work Time Pattern Models and preferred day models  for Performance-Based Shift Assignment.,work-time-pattern-models.md
"* Within the Week Time Patterns, assign the shifts according to agents' performance.","* Within the Week Time Patterns, assign the shifts according to agents' performance.",work-time-pattern-models.md
* Assign the Work Time Pattern Model to an agent with a validity period. Adjust it regularly according to performance scores.,* Assign the Work Time Pattern Model to an agent with a validity period. Adjust it regularly according to performance scores.,work-time-pattern-models.md
For your high achievers you can pick some of the day models and assign them directly to these employees as personal day models. The AutoScheduler will only use these day models while generating schedules. This ensures that out-of-favor shifts are not assigned to high performing agents. -->,For your high achievers you can pick some of the day models and assign them directly to these employees as personal day models. The AutoScheduler will only use these day models while generating schedules. This ensures that out-of-favor shifts are not assigned to high performing agents. -->,work-time-pattern-models.md
"When {% link_new creating and editing activities | features/administration/activities.md %}, the different configuration options influence how activities are used and displayed in your schedules and reports.","Lorsque vous {% link_new créez et modifiez des activités | features/administration/activities.md %}, les différentes options de configuration influencent l’utilisation et l’affichage des activités dans vos plannings et vos rapports.",activity-types-and-properties.md
## Activity types,## Types d’activité,activity-types-and-properties.md
The activity type influences your scheduling and determines:,Le type d’activité impacte la planification et détermine&nbsp;:,activity-types-and-properties.md
- how optimized scheduling handles the activity.,"- la gestion de l’activité dans l’optimisation du planning,",activity-types-and-properties.md
- where you can use the activity.,"- où l’activité peut être utilisée,",activity-types-and-properties.md
- how the activity is displayed in Schedules and in Shift Center.,"- l’affichage de l’activité dans Schedules et le Centre de planification,",activity-types-and-properties.md
"- whether reports include the activity. <!-- illness, absences, vacation -->","- l’inclusion de l’activité dans les rapports. <!-- illness, absences, vacation -->",activity-types-and-properties.md
The following table provides more details about each activity type:,Le tableau suivant détaille chaque type d’activité&nbsp;:,activity-types-and-properties.md
| Type     | Description                                                                                                                                                         |,| Type     | Description                                                                                                                                                         |,activity-types-and-properties.md
| -------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,| -------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------- |,activity-types-and-properties.md
| Presence | All activities on which people work.<br>Activities of the type Presence are scheduled by injixo based on staff requirements.                                    |,| Présence | Toutes les activités sur lesquelles travaillent les employés.<br>injixo planifie les activités de type Présence selon le besoin en personnel.                                    |,activity-types-and-properties.md
| Break    | Paid or unpaid breaks within a shift.<br>Only activities of the type Break can be configured in day models as break activities. You can use the {% link_new break optimization | features/scheduling/schedules/break-optimization.md %} functionality to distribute breaks within the schedules so that you achieve optimal coverage for activities with staff requirements. |,"| Pause    | Pauses rémunérées ou non rémunérées dans une journée.<br>Seules les activités de type Pause peuvent être configurées dans les modèles horaires comme activités de pause. Vous pouvez utiliser la fonctionnalité {% link_new d’optimisation des pauses | features/scheduling/schedules/break-optimization.md %} pour répartir les pauses dans les plannings. Ainsi, vous pouvez obtenir une couverture optimale pour les activités avec besoin en personnel. |",activity-types-and-properties.md
| Illness  | Paid or unpaid absences such as a sick day or a doctor's appointment.<br>Only activities of the type Illness appear in the Illness reports.                             |,"| Maladie  | Absences rémunérées ou non rémunérées, par exemple les congés maladie ou les rendez-vous médicaux.<br>Seules les activités de type Maladie apparaissent dans les rapports statistiques sur les maladies.                             |",activity-types-and-properties.md
"| Vacation | Paid or unpaid vacation, company leave, etc.<br> Only activities of the type Vacation appear in the vacation reports.                                                 |","| Congé | Congés rémunérés ou non rémunérés, fermeture temporaire/saisonnière, etc.<br> Seules les activités de type Congé apparaissent dans les rapports statistiques sur les congés.                                                 |",activity-types-and-properties.md
"| Absence  | Other absences that affect the schedule, for example, offsite training, overtime leave, etc.<br>Absence reports only show activities of the type Absence.              |","| Absence  | Autres absences qui influencent le planning&nbsp;: formations hors site, compensation des heures supplémentaires, etc.<br>Les rapports statistiques sur les absences affichent uniquement les activités de type Absence.              |",activity-types-and-properties.md
| Meeting  | Activity type to {% link_new schedule meetings | features/scheduling/meetings/meetings-overview.md %}. |,| Meeting  | Nécessaire pour {% link_new planifier des réunions                                                                                                                      | features/scheduling/meetings/meetings-overview.md %} |,activity-types-and-properties.md
## Activity properties,## Propriétés des activités,activity-types-and-properties.md
Activity properties impact your schedule and how you can use the activity.,Les propriétés des activités influencent votre planning et votre utilisation de l’activité.,activity-types-and-properties.md
You can set activity properties with the following checkboxes.,Vous pouvez définir les propriétés des activités avec les cases suivantes.,activity-types-and-properties.md
| Property                                    | Effect                 |,| Propriété                                    | Résultat                                                                                                                                                                                                                                                                                                                                                             |,activity-types-and-properties.md
| ------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |,| ------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |,activity-types-and-properties.md
"| Paid                                        | Activates the working time calculation for scheduled activities. If breaks or absences are paid, they are calculated as working time. If they are unpaid, they are not included in the net working time calculation.                                                                                                                                       |","| Rémunérée                                        | Active le calcul des heures de travail pour les activités planifiées. Si les pauses ou les absences sont rémunérées, elles sont calculées en tant qu’heures de travail. Si elles ne sont pas rémunérées, elles ne sont pas incluses dans le calcul du temps de travail net.                                                                                                                                       |",activity-types-and-properties.md
| Comply with rest period                     | Prevents violations of the rest period configured in the contract. injixo only checks the rest period if scheduling rule _2601_{:.id-label} is activated.   |,| Respecter le temps de repos                     | Empêche les violations du temps de repos configuré dans le contrat. injixo vérifie le temps de repos uniquement si la règle de planification _2601_{:.id-label} est activée.   |,activity-types-and-properties.md
"| Plannable                                   | injixo can schedule the activity if you use the Create optimized schedules functionality, or can optimize it during job optimization. We recommend using this property for activities with staff requirements. It is typically not used for activities of the types Absence, Vacation, and Illness.                                                                               |","| Planifiable automatiquement                                   | injixo peut planifier l’activité si vous utilisez la fonctionnalité Optimiser le planning ou l’optimiser pendant l’optimisation du planning. Cette propriété est généralement utilisée pour les activités qui présentent un besoin en personnel. Elle n’est généralement pas utilisée pour les activités de type Absence, Congé et Maladie.                                                                               |",activity-types-and-properties.md
"| Requestable in Me                           | Allows people to request time off (absences, vacation, and illness) in injixo Me (if there is a {% link_new Time-off period | features/scheduling/time-off/time-off-periods.md %} with status Published). In shift bidding, shifts with activities of the types Presence and Break are automatically requestable. |","| Autoriser les demandes dans Me                           | Permet aux employés de créer des demandes d’absences (absences, congés et maladie) dans injixo Me (si le statut Publié est activé sur une {% link_new Période de congés      | features/scheduling/time-off/time-off-periods.md %}). Dans la Génération de missions, les journées contenant des activités de type Présence et Pause peuvent être demandées automatiquement. |",activity-types-and-properties.md
"| Exchangeable with shift swap              | Allows people to {% link_new swap the activity with each other | features/scheduling/schedules/scheduling-periods/schedules-enable-employees-to-swap-shifts.md %} in injixo Me. For this, all activities (including breaks) included in day models must be configured as **Exchangeable with shift swap**.                                                                                                                          |","| Bourse d’échanges              | Permet aux employés {% link_new d’échanger l’activité entre eux | features/scheduling/schedules/scheduling-periods/schedules-enable-employees-to-swap-shifts.md %} dans injixo Me. Pour ce faire, l’option **Autoriser les demandes dans Me** doit être activée pour toutes les activités incluses dans les modèles horaires (y compris les pauses).    |",activity-types-and-properties.md
"| Allow overstaffing if shift requirements are zero | injixo can schedule the activity even during times with no staff requirements. By default, intervals with 0 requirements will not be covered.                                                                                                                                                                                                                |","| Surcouverture du besoin pour les valeurs nulles | injixo peut planifier l’activité, même sur des périodes sans besoin en personnel. Par défaut, les intervalles sans besoin ne seront pas couverts.                                                                                                                                                                                                                |",activity-types-and-properties.md
| Replaceable                               | injixo can replace the activity with plannable activities with staff requirements. This is required to {% link_new schedule meetings | features/scheduling/meetings/meetings-overview.md %} on this activity.                                                                                                               |,| Remplaçable                               | injixo peut remplacer l’activité avec d’autres activités remplaçables automatiquement qui présentent un besoin en personnel. Nécessaire pour {% link_new planifier des réunions  | features/scheduling/meetings/meetings-overview.md %} sur cette activité.                                                                                                               |,activity-types-and-properties.md
"| Allow as full-day activity                | You can schedule the activity for a full day in Schedules or on the Full-Day Activities tab in the day view in Shift Center. If the activity is also configured as Paid, the employee is credited with the corresponding daily target according to the contract.<br>Required to allow employees to request the activity as full-day activity in injixo Me.   |","| Activité à journée entière                | Vous pouvez planifier l’activité sur toute une journée (dans Schedules ou dans l’onglet Activités à journée entière dans la vue journalière du Centre de planification). Si l’activité est également configurée comme Rémunérée, l’employé reçoit la cible journalière correspondant au contrat.<br>Requis pour permettre aux employés de demander l’activité comme activité à journée entière dans injixo Me.   |",activity-types-and-properties.md
"| Can be a day status                                | Only available for full-day activities. Day status allows you to manually schedule the activity in the Shift Center as a day status on the Full-Day Activities tab. This preserves the replaced schedule entry for future reference. As a result, injixo excludes the people scheduled for an activity with this property from the coverage calculation but the original schedule entry remains visible. |","| Statut journalier                                | Disponible uniquement pour les activités à journée entière. Le Statut journalier vous permet de planifier l’activité manuellement dans le Centre de planification en tant que statut journalier dans l’onglet Activités à journée entière. Ceci permet de conserver le planning remplacé à titre d’information. Par conséquent, injixo exclut du calcul de la couverture les employés planifiés pour une activité avec cette propriété, mais le planning original reste visible. |",activity-types-and-properties.md
| Special handling in optimized scheduling | Only available for activities of the type Presence. Activities with this property can only be scheduled strictly as they are configured. The activities cannot be replaced and their duration is not flexible.<br>Learn more in the [dedicated section below](#special-handling-in-optimized-scheduling). |,| Traitement spécial pour la planification optimisée | Disponible uniquement pour les activités de type Présence. Les activités ayant cette propriété peuvent uniquement être planifiées selon leur configuration. Les activités ne peuvent être remplacées et leur durée n’est pas flexible. <br>Lisez la [section suivante](#traitement-spécial-pour-la-planification-optimisée) pour en savoir plus.,activity-types-and-properties.md
## Special handling in optimized scheduling,## Traitement spécial pour la planification optimisée,activity-types-and-properties.md
This activity property means that the Optimized scheduling functionality can only schedule the activity strictly as it is configured. This property is typically used for scheduling overtime or back-office activities.<br>,Cette propriété permet à la fonctionnalité Optimiser le planning de planifier l’activité uniquement selon sa configuration. Cette propriété est généralement utilisée pour la planification des heures supplémentaires ou des activités de back-office.<br>,activity-types-and-properties.md
There are two different use cases for this activity property:,Il existe deux utilisations possibles de cette propriété&nbsp;:,activity-types-and-properties.md
"Option 1: The activity is part of a day model. In this case, the activity can only be scheduled for the configured duration and within the timeframe defined in the day model. The activity cannot be used to replace other replaceable activities. How Optimized scheduling handles the activity also depends on {% link_new how the activity is configured within the day model | features/administration/daymodels/daymodel-creation.md | #add-a-presence-or-absence-activity %}:","Option 1&nbsp;: l’activité est assignée à un modèle horaire. Dans ce cas, l’activité peut uniquement être planifiée pour la durée configurée et sur la période définie par le modèle horaire. L’activité ne peut pas être utilisée pour remplacer d’autres activités remplaçables. Le moteur d’optimisation traite l’activité selon sa {% link_new configuration dans le modèle horaire | features/administration/daymodels/daymodel-creation.md %}&nbsp;:",activity-types-and-properties.md
- Configured as fixed element: The schedule optimization will only schedule the activity for the exact time for which it is configured.,- Configurée comme élément fixe&nbsp;: le moteur d’optimisation planifiera l’activité seulement à l’heure exacte pour laquelle elle a été configurée.,activity-types-and-properties.md
- Configured as corridor element: The schedule optimization can move the activity within the defined corridor to optimize the coverage of other activities.,- Configurée comme élément de corridor&nbsp;: le moteur d’optimisation peut déplacer l’activité dans le corridor défini pour optimiser la couverture d’autres activités.,activity-types-and-properties.md
Use example:,Exemple d’utilisation&nbsp;:,activity-types-and-properties.md
"- Add a back-office activity without staff requirements and with a duration of one hour to your day model. Optimized scheduling will schedule the activity for exactly one hour. If the activity is configured as a corridor element in the day model, the activity will be moved within the corridor to the time slot where it has the least impact on the coverage for other activities.","- Ajoutez à votre modèle horaire une activité de back-office sans besoin en personnel et avec une durée d’une heure. Le moteur d’optimisation planifiera l’activité pour une heure exactement. Si l’activité est configurée comme élément de corridor dans le modèle horaire, l’activité sera déplacée dans le corridor, sur le créneau qui aura l’impact le plus faible sur la couverture des autres activités.",activity-types-and-properties.md
"Option 2: The activity is not part of a day model. In this case, Optimized scheduling cannot schedule the activity automatically, and cannot use it to replace other replaceable activities. The activity can only be scheduled manually.","Option 2&nbsp;: l’activité est n’est pas assignée à un modèle horaire. Dans ce cas, le moteur d’optimisation ne peut pas planifier l’activité automatiquement et ne peut pas l’utiliser pour remplacer d’autres activités remplaçables. L’activité peut uniquement être planifiée manuellement.",activity-types-and-properties.md
Use example:,Exemple d’utilisation&nbsp;:,activity-types-and-properties.md
"- Create an overtime activity that is not included in any day model. The Optimized schedule functionality will not schedule the activity and will not use it to replace replaceable activities. Add the activity to the schedule manually when necessary. In this use case, you always have complete control over when the activity is scheduled, for how long, and to whom it is assigned.","- Créez une activité pour les heures supplémentaires, qui ne sera assignée à aucun modèle horaire. La fonctionnalité Optimiser le planning ne planifiera pas l’activité et ne l’utilisera pas pour remplacer d’autres activités. Ajoutez manuellement l’activité au planning si nécessaire. Dans ce scénario, vous gardez le contrôle sur la planification de l’activité, sa durée et son assignation aux employés.",activity-types-and-properties.md
> Note,> Remarque,activity-types-and-properties.md
>,>,activity-types-and-properties.md
> This property is only available after you have created the activity.,> Cette propriété est uniquement disponible après avoir créé l’activité.,activity-types-and-properties.md
## Subactivities,## Sous-activités,activity-types-and-properties.md
"You can assign activities to other activities. The activity to which activities are assigned becomes a multiactivity. The assigned activities are the subactivities of the multiactivity. Multiactivities allow you to schedule people with several skills when one of their skills is needed. In the list of activities, multiactivities are marked with an <em class=""multiactivity-icon""></em> icon.","Vous pouvez assigner des activités à d’autres activités. L’activité à laquelle les activités sont assignées devient alors une multi-activité. Les activités assignées sont les sous-activités de la multi-activité. Les multi-activités vous permettent de planifier les employés possédant plusieurs compétences lorsque l’une de leurs compétences est requise. Dans la liste d’activités, les multi-activités sont marquées d’une icône <em class=""multiactivity-icon""></em>.",activity-types-and-properties.md
The Create optimized schedules functionality can schedule multiactivities if you ensure the following:,La fonctionnalité Optimiser le planning peut planifier des multi-activités si les conditions suivantes sont remplies&nbsp;:,activity-types-and-properties.md
- Select the Presence type for the multiactivities and all subactivities.,"- Les multi-activités et toutes les sous-activités sont de type Présence,",activity-types-and-properties.md
- Configure both multiactivities and subactivities as paid and plannable.,"- Les multi-activités et toutes les sous-activités sont configurées comme rémunérées et planifiables automatiquement,",activity-types-and-properties.md
- Assign all subactivities (and the multiactivity in a second step) to your planning unit.,- Toutes les sous-activités (et les multi-activités dans l’étape suivante) sont assignées à votre unité opérationnelle.,activity-types-and-properties.md
"- To control who can be scheduled, assign a different skill to each subactivity.","- Pour décider des conseillers pouvant être planifiés, assignez une compétence différente à chaque sous-activité.",activity-types-and-properties.md
"- (Optional) Assign a skill to the multiactivity. In this case, people must have this additional skill to perform the multiactivity. By default, the multiactivity itself does not require skills.","- (Facultatif) Assignez une compétence à la multi-activité. Dans ce cas, les conseillers doivent posséder cette compétence supplémentaire pour travailler sur la multi-activité. Par défaut, la multi-activité ne nécessite aucune compétence.",activity-types-and-properties.md
> Note,> Remarque,activity-types-and-properties.md
>,>,activity-types-and-properties.md
"> If you do not use the Create optimized schedules functionality but only run the job optimization, injixo can replace replaceable activities with multiactivities on the condition that a person can carry out at least one subactivity of the multiactivity.","> Si vous n’utilisez pas la fonctionnalité Optimiser le planning mais uniquement Optimiser les activités, injixo peut remplacer les activités remplaçables avec des multi-activités, à condition qu’un conseiller puisse travailler au moins sur l’une des sous-activités de la multi-activité.",activity-types-and-properties.md
"injixo provides three places where you can create and edit an employee, depending on your use case. The table below gives you an overview of the different places for employee configuration in injixo and describes what you can do where.","Dans injixo, vous pouvez créer et modifier un employé de trois façons différentes, selon votre utilisation. Le tableau ci-dessous propose un aperçu des différentes fonctionnalités à partir desquelles vous pouvez configurer les employés dans injixo et décrit la configuration possible dans chacune d'entre elles.",employee-overview.md
| Place                                           | Description              |,| Fonctionnalité                                           | Description              |,employee-overview.md
| ----------------------------------------------- | ------------------------ |,| ----------------------------------------------- | ------------------------ |,employee-overview.md
| _Plan > Configuration > Employees_{:.breadcrumbs}   | {% link_new Configure an employee for scheduling | features/administration/employee-overview.md | #overview-of-employee-settings %}. Employees without assigned planning units will not appear on the list.      |,| _Plan > Configuration > Employés_{:.breadcrumbs}   | {% link_new Configurez un employé pour la planification | features/administration/employee-overview.md | #aperçu-des-paramètres-employés %}. Les employés qui ne sont assignés à aucune unité opérationnelle n’apparaîtront pas dans la liste.      |,employee-overview.md
