en,nl,article
- Week time pattern 3 (position 3) contains day models for afternoon shifts (shifts start between 11&nbsp;AM and noon).,- Weekmodel 3 (rang 3) bevat dagmodellen voor middagdiensten (diensten die beginnen tussen 11.00 uur en 12.00 uur).,work-time-pattern-models.md
"With this work time pattern model, people will rotate consistently between one week with morning shifts, one week with evening shifts, and one week with afternoon shifts.","Met dit planningsmodel roteren medewerkers consistent tussen een week met morgendiensten, een week met avonddiensten en een week met middagdiensten.",work-time-pattern-models.md
"While this requires certain flexibility, people have very consistent working hours throughout the week.","Hoewel dit enige flexibiliteit vereist, hebben medewerkers heel consistente werkuren gedurende de week.",work-time-pattern-models.md
### Example B: Exception days for night shifts,### Voorbeeld B: Uitzonderingsdagen voor nachtdiensten,work-time-pattern-models.md
Configure a work time pattern model with three different week time patterns. Configure a maximum of two exception days per week.,Configureer een planningsmodel met drie verschillende weekmodellen. Stel maximaal twee uitzonderingsdagen per week in.,work-time-pattern-models.md
- Week time pattern 1 contains day models for morning shifts.,- Weekmodel 1 bevat dagmodellen voor ochtenddiensten.,work-time-pattern-models.md
- Week time pattern 2 contains day models for evening shifts.,- Weekmodel 2 bevat dagmodellen voor avonddiensten.,work-time-pattern-models.md
- Week time pattern 3 contains day models for night shifts (select this one in the drop-down menu **Week Time Pattern - Exception Days**).,- Weekmodel 3 bevat dagmodellen voor nachtdiensten (selecteer dit dagmodel in het vervolgkeuzemenu **Weekmodel voor Uitzonderingsdagen**).,work-time-pattern-models.md
"With this work time pattern model, people will alternate between morning shifts in the first week and evening shifts in the following week. However, because you have defined two exception days, people can also be assigned two night shifts per week, if this is the best assignment to meet staff requirements.","Met dit planningsmodel wisselen medewerkers tussen ochtenddiensten in de eerste week en avonddiensten in de daarop volgende week. Maar omdat je al twee uitzonderingsdagen hebt geselecteerd, kunnen medewerkers ook twee nachtdiensten per week toegewezen krijgen, als dat de beste toewijzing is om aan de personeelsbehoefte te voldoen.",work-time-pattern-models.md
<!-- ### Example: Performance-Based Scheduling With WTPMs and Preferred Day Models,<!-- ### Example: Performance-Based Scheduling With WTPMs and Preferred Day Models,work-time-pattern-models.md
Use Work Time Pattern Models and preferred day models  for Performance-Based Shift Assignment.,Use Work Time Pattern Models and preferred day models  for Performance-Based Shift Assignment.,work-time-pattern-models.md
"* Within the Week Time Patterns, assign the shifts according to agents' performance.","* Within the Week Time Patterns, assign the shifts according to agents' performance.",work-time-pattern-models.md
* Assign the Work Time Pattern Model to an agent with a validity period. Adjust it regularly according to performance scores.,* Assign the Work Time Pattern Model to an agent with a validity period. Adjust it regularly according to performance scores.,work-time-pattern-models.md
For your high achievers you can pick some of the day models and assign them directly to these employees as personal day models. The AutoScheduler will only use these day models while generating schedules. This ensures that out-of-favor shifts are not assigned to high performing agents. -->,For your high achievers you can pick some of the day models and assign them directly to these employees as personal day models. The AutoScheduler will only use these day models while generating schedules. This ensures that out-of-favor shifts are not assigned to high performing agents. -->,work-time-pattern-models.md
Activity types and properties,Activiteitentypen en -eigenschappen,activity-types-and-properties.md
Learn about the different types of activities and the purpose of each activity configuration option.,Lees meer over de verschillende typen activiteiten en het doel van elke configuratie-optie voor activiteiten.,activity-types-and-properties.md
"When {% link_new creating and editing activities | features/administration/activities.md %}, the different configuration options influence how activities are used and displayed in your schedules and reports.",Bij het maken en bewerken van activiteiten beïnvloeden de verschillende configuratieopties hoe activiteiten in je planningen en rapporten worden gebruikt en weergegeven.,activity-types-and-properties.md
## Activity types,## Activiteitentype,activity-types-and-properties.md
The activity type influences your scheduling and determines:,Het activiteitentype heeft invloed op je planning en bepaalt:,activity-types-and-properties.md
- how optimized scheduling handles the activity.,- hoe Geoptimaliseerde planning met de activiteit omgaat.,activity-types-and-properties.md
- where you can use the activity.,- waar je de activiteit kunt gebruiken.,activity-types-and-properties.md
- how the activity is displayed in Schedules and in Shift Center.,- hoe de activiteit in Schedules en Dienstrooster-Center wordt weergegeven.,activity-types-and-properties.md
"- whether reports include the activity. <!-- illness, absences, vacation -->","- of de activiteit in rapporten wordt opgenomen. <!-- illness, absences, vacation -->",activity-types-and-properties.md
The following table provides more details about each activity type:,In de volgende tabel vind je meer informatie over elk activiteitentype:,activity-types-and-properties.md
| Type     | Description                                                                                                                                                         |,| Type           | Beschrijving        |,activity-types-and-properties.md
| -------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,| -------------- | ------------------- | ---------------------------------------------------- |,activity-types-and-properties.md
| Presence | All activities on which people work.<br>Activities of the type Presence are scheduled by injixo based on staff requirements.                                    |,| Aanwezigheid   | Alle activiteiten waar medewerkers aan werken.<br>Activiteiten van het type Aanwezigheid worden door injixo op basis van de personeelsbehoefte ingepland.                               |,activity-types-and-properties.md
| Break    | Paid or unpaid breaks within a shift.<br>Only activities of the type Break can be configured in day models as break activities. You can use the {% link_new break optimization | features/scheduling/schedules/break-optimization.md %} functionality to distribute breaks within the schedules so that you achieve optimal coverage for activities with staff requirements. |,| Pauze          | Betaalde of onbetaalde pauzes in een dienst.<br>Alleen activiteiten van het type Pauze kunnen in dagmodellen als pauze-activiteit worden geconfigureerd. Je kunt de functionaliteit {% link_new pauze-optimalisatie | features/scheduling/schedules/break-optimization.md %} gebruiken om pauzes te verdelen over de planningen om een optimale dekking te bereiken voor activiteiten met personeelsbehoefte. |,activity-types-and-properties.md
| Illness  | Paid or unpaid absences such as a sick day or a doctor's appointment.<br>Only activities of the type Illness appear in the Illness reports.                             |,| Ziek           | Betaalde of onbetaalde afwezigheid zoals ziekteverlof of een afspraak bij de dokter.<br>In ziekterapporten worden alleen activiteiten van het type Ziek weergegeven.                    |,activity-types-and-properties.md
"| Vacation | Paid or unpaid vacation, company leave, etc.<br> Only activities of the type Vacation appear in the vacation reports.                                                 |","| Vakantie          | Betaald of onbetaald verlof, collectieve vrije dagen, etc.<br> In vakantierapporten worden alleen activiteiten van het type Vakantie weergegeven.                                    |",activity-types-and-properties.md
"| Absence  | Other absences that affect the schedule, for example, offsite training, overtime leave, etc.<br>Absence reports only show activities of the type Absence.              |","| Afwezigheid  | Overige afwezigheid die van invloed is op de planning, bijvoorbeeld externe training, overurencompensatie, etc.<br>In afwezigheidsrapporten worden alleen activiteiten van het type Afwezigheid weergegeven.              |",activity-types-and-properties.md
| Meeting  | Activity type to {% link_new schedule meetings | features/scheduling/meetings/meetings-overview.md %}. |,| Vergadering  | Activiteitentype om {% link_new vergaderingen te plannen | features/scheduling/meetings/meetings-overview.md %}. |,activity-types-and-properties.md
## Activity properties,## Activiteiteneigenschappen,activity-types-and-properties.md
Activity properties impact your schedule and how you can use the activity.,Activiteiteneigenschappen hebben invloed op je planning en hoe je de activiteit kunt gebruiken.,activity-types-and-properties.md
You can set activity properties with the following checkboxes.,Je kunt activiteiteneigenschappen instellen via de volgende selectievakjes.,activity-types-and-properties.md
| Property                                    | Effect                 |,| Eigenschap                                    | Effect,activity-types-and-properties.md
| ------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |,| ------------------------------------------- | ------------------------------------------------------------------------------------------------------------- |,activity-types-and-properties.md
"| Paid                                        | Activates the working time calculation for scheduled activities. If breaks or absences are paid, they are calculated as working time. If they are unpaid, they are not included in the net working time calculation.                                                                                                                                       |","| Betaald                                     | Activeert de berekening van de werktijd voor ingeplande activiteiten. Als pauzes of afwezigheid worden betaald, dan tellen ze mee als werktijd. Als ze niet worden betaald, dan tellen ze niet mee bij de berekening van de nettowerktijd.   |",activity-types-and-properties.md
| Comply with rest period                     | Prevents violations of the rest period configured in the contract. injixo only checks the rest period if scheduling rule _2601_{:.id-label} is activated.   |,| Rusttijd aanhouden                          | Voorkomt niet-naleving van de rusttijd die in het contract is overeengekomen. injixo controleert de rusttijd alleen als planningsregel _2601_{:.id-label} is geactiveerd. |,activity-types-and-properties.md
"| Plannable                                   | injixo can schedule the activity if you use the Create optimized schedules functionality, or can optimize it during job optimization. We recommend using this property for activities with staff requirements. It is typically not used for activities of the types Absence, Vacation, and Illness.                                                                               |","| Planbaar                                    | injixo kan de activiteit inplannen als je de functionaliteit Geoptimaliseerde roosters maken gebruikt, of de activiteit optimaliseren tijdens de job-optimalisatie. Deze eigenschap wordt meestal gebruikt voor activiteiten met personeelsbehoefte. Dat is meestal niet het geval voor activiteiten van het type Afwezigheid, Vakantie en Ziek.              |",activity-types-and-properties.md
"| Requestable in Me                           | Allows people to request time off (absences, vacation, and illness) in injixo Me (if there is a {% link_new Time-off period | features/scheduling/time-off/time-off-periods.md %} with status Published). In shift bidding, shifts with activities of the types Presence and Break are automatically requestable. |","| Aanvraagbaar in Me                          | Zorgt ervoor dat medewerkers in injixo Me verlof en ziekteverlof kunnen aanvragen (afwezigheid, vakantie en ziek) als er een {% link_new verlofperiode | features/scheduling/time-off/time-off-periods.md %} is met de status Gepubliceerd). Bij inschrijven op diensten kunnen activiteiten van het type Aanwezigheid en Pauze automatisch worden aangevraagd. |",activity-types-and-properties.md
"| Exchangeable with shift swap              | Allows people to {% link_new swap the activity with each other | features/scheduling/schedules/scheduling-periods/schedules-enable-employees-to-swap-shifts.md %} in injixo Me. For this, all activities (including breaks) included in day models must be configured as **Exchangeable with shift swap**.                                                                                                                          |",| Ruilbaar via Diensten ruilen                | Zorgt ervoor dat medewerkers {% link_new de activiteit met elkaar kunnen ruilen | features/scheduling/schedules/scheduling-periods/schedules-enable-employees-to-swap-shifts.md %} in injixo Me. Hiervoor moeten alle activiteiten (inclusief pauzes) in dagmodellen worden geconfigureerd als **Ruilbaar via Diensten ruilen**.    |,activity-types-and-properties.md
"| Allow overstaffing if shift requirements are zero | injixo can schedule the activity even during times with no staff requirements. By default, intervals with 0 requirements will not be covered.                                                                                                                                                                                                                |",| Overbezetting toestaan als personeelsbehoefte nul is | injixo kan de activiteit zelfs inplannen op tijden zonder personeelsbehoefte. Standaard worden intervallen met nulbehoeften niet gedekt.  |,activity-types-and-properties.md
| Replaceable                               | injixo can replace the activity with plannable activities with staff requirements. This is required to {% link_new schedule meetings | features/scheduling/meetings/meetings-overview.md %} on this activity.                                                                                                               |,| Vervangbaar                               | injixo kan de activiteit vervangen door andere planbare activiteiten met personeelsbehoefte. Dit is nodig om {% link_new vergaderingen in te plannen | features/scheduling/meetings/meetings-overview.md %} op deze activiteit. |,activity-types-and-properties.md
"| Allow as full-day activity                | You can schedule the activity for a full day in Schedules or on the Full-Day Activities tab in the day view in Shift Center. If the activity is also configured as Paid, the employee is credited with the corresponding daily target according to the contract.<br>Required to allow employees to request the activity as full-day activity in injixo Me.   |","| Toestaan als Activiteit over de hele dag                | Je kunt de activiteit voor een hele dag inplannen in Schedules of onder het tabblad Activiteiten over de hele dag in het dagaanzicht in het Dienstrooster-Center. Als deze activiteit als betaalde activiteit is geconfigureerd, dan krijgt de betreffende medewerker de bijbehorende dagelijkse target toegewezen, zoals vermeld in het contract.<br>Vereist om collega's toe te staan om de activiteit in injixo Me aan te vragen als Activiteit over de hele dag.   |",activity-types-and-properties.md
"| Can be a day status                                | Only available for full-day activities. Day status allows you to manually schedule the activity in the Shift Center as a day status on the Full-Day Activities tab. This preserves the replaced schedule entry for future reference. As a result, injixo excludes the people scheduled for an activity with this property from the coverage calculation but the original schedule entry remains visible. |","| Kan een dagstatus zijn                    | Alleen beschikbaar voor Activiteiten over de hele dag. Dagstatus zorgt ervoor dat je de activiteit handmatig met een dagstatus in het Dienstrooster-Center kunt inplannen via het tabblad Activiteiten over de hele dag. Zo blijft het vervangen planningsitem bewaard, zodat deze op een later moment kan worden geraadpleegd. Als gevolg worden medewerkers die voor een activiteit met deze eigenschap zijn ingepland door injixo uitgesloten bij de dekkingsberekening, maar de oorspronkelijke vermelding in de planning blijft zichtbaar. |",activity-types-and-properties.md
| Special handling in optimized scheduling | Only available for activities of the type Presence. Activities with this property can only be scheduled strictly as they are configured. The activities cannot be replaced and their duration is not flexible.<br>Learn more in the [dedicated section below](#special-handling-in-optimized-scheduling). |,| Speciale behandeling in geoptimaliseerde planning | Alleen beschikbaar voor activiteiten van het type Aanwezigheid. Activiteiten met deze eigenschap kunnen alleen strikt worden gepland zoals ze zijn geconfigureerd. De activiteiten kunnen niet worden vervangen en hun tijdsduur is niet flexibel. <br>Lees meer in de [sectie hieronder](#speciale-behandeling-in-geoptimaliseerde-planning).,activity-types-and-properties.md
## Special handling in optimized scheduling,## Speciale behandeling in geoptimaliseerde planning,activity-types-and-properties.md
This activity property means that the Optimized scheduling functionality can only schedule the activity strictly as it is configured. This property is typically used for scheduling overtime or back-office activities.<br>,Deze activiteiteneigenschap geeft aan dat de functionaliteit Geoptimaliseerde planning de activiteit alleen strikt kan inplannen zoals deze is geconfigureerd. Deze eigenschap wordt meestal gebruikt voor het plannen van overwerk of backoffice-activiteiten.<br>,activity-types-and-properties.md
There are two different use cases for this activity property:,Er zijn twee verschillende gebruiksscenario's voor deze activiteiteneigenschap:,activity-types-and-properties.md
"Option 1: The activity is part of a day model. In this case, the activity can only be scheduled for the configured duration and within the timeframe defined in the day model. The activity cannot be used to replace other replaceable activities. How Optimized scheduling handles the activity also depends on {% link_new how the activity is configured within the day model | features/administration/daymodels/daymodel-creation.md | #add-a-presence-or-absence-activity %}:",Optie 1: De activiteit is onderdeel van een dagmodel. In dit geval kan de activiteit alleen worden gepland voor de geconfigureerde tijdsduur en binnen het tijdsbestek dat is gedefinieerd in het dagmodel. De activiteit kan niet worden gebruikt om andere vervangbare activiteiten te vervangen. Hoe Geoptimaliseerde planning omgaat met de activiteit hangt ook af van {% link_new hoe de activiteit is geconfigureerd binnen het dagmodel | features/administration/daymodels/daymodel-creation.md %}:,activity-types-and-properties.md
- Configured as fixed element: The schedule optimization will only schedule the activity for the exact time for which it is configured.,- Geconfigureerd als vast element. Geoptimaliseerde planning plant de activiteit alleen in op precies dezelfde tijd waarvoor deze is geconfigureerd.,activity-types-and-properties.md
- Configured as corridor element: The schedule optimization can move the activity within the defined corridor to optimize the coverage of other activities.,- Geconfigureerd als corridorelement: Planningsoptimalisatie kan de activiteit binnen de gedefinieerde corridor verplaatsen om de dekking van andere activiteiten te optimaliseren.,activity-types-and-properties.md
Use example:,Voorbeeld:,activity-types-and-properties.md
"- Add a back-office activity without staff requirements and with a duration of one hour to your day model. Optimized scheduling will schedule the activity for exactly one hour. If the activity is configured as a corridor element in the day model, the activity will be moved within the corridor to the time slot where it has the least impact on the coverage for other activities.","- Je voegt een backoffice-activiteit zonder personeelsbehoefte en met een tijdsduur van één uur toe aan je dagmodel. Geoptimaliseerde planning plant de activiteit voor exact een uur in. Als de activiteit in het dagmode is geconfigureerd als een corridorelement, dan wordt de activiteit binnen de corridor verplaatst naar het tijdslot waar deze de dekking voor andere activiteiten zo min mogelijk beïnvloedt.",activity-types-and-properties.md
"Option 2: The activity is not part of a day model. In this case, Optimized scheduling cannot schedule the activity automatically, and cannot use it to replace other replaceable activities. The activity can only be scheduled manually.","Optie 2: De activiteit is niet toegevoegd aan dagmodel. In dit geval kan Geoptimaliseerde planning de activiteit niet automatisch plannen, en deze ook niet gebruiken om andere vervangbare activiteiten te vervangen. De activiteit kan alleen handmatig worden ingepland.",activity-types-and-properties.md
Use example:,Voorbeeld:,activity-types-and-properties.md
"- Create an overtime activity that is not included in any day model. The Optimized schedule functionality will not schedule the activity and will not use it to replace replaceable activities. Add the activity to the schedule manually when necessary. In this use case, you always have complete control over when the activity is scheduled, for how long, and to whom it is assigned.","- Maak een overwerkactiviteit aan die geen deel uitmaakt van een dagmodel. De functionaliteit Geoptimaliseerde planning plant de activiteit niet in en gebruikt deze ook niet om andere activiteiten te vervangen. Voeg de activiteit indien nodig handmatig toe aan je planning. In dit geval heb je altijd de volledige controle over wanneer de activiteit is ingepland, voor welke tijdsduur en aan wie deze wordt toegewezen.",activity-types-and-properties.md
> Note,> Opmerking,activity-types-and-properties.md
>,>,activity-types-and-properties.md
> This property is only available after you have created the activity.,> De eigenschap is alleen beschikbaar nadat je de activiteit hebt aangemaakt.,activity-types-and-properties.md
## Subactivities,## Deelactiviteiten,activity-types-and-properties.md
"You can assign activities to other activities. The activity to which activities are assigned becomes a multiactivity. The assigned activities are the subactivities of the multiactivity. Multiactivities allow you to schedule people with several skills when one of their skills is needed. In the list of activities, multiactivities are marked with an <em class=""multiactivity-icon""></em> icon.","Je kunt activiteiten aan andere activiteiten toewijzen. De activiteit waaraan activiteiten worden toegewezen, wordt dan een multiactiviteit. De toegewezen activiteiten zijn de deelactiviteiten van de multiactiviteit. Met multiactiviteiten kan injixo collega's inplannen die meerdere kwalificaties hebben als een van deze kwalificaties nodig is. In de lijst met activiteiten worden multiactiviteiten voorzien van het pictogram <em class=""multiactivity-icon""></em>.",activity-types-and-properties.md
The Create optimized schedules functionality can schedule multiactivities if you ensure the following:,De functionaliteit Geoptimaliseerde planning maken kan multiactiviteiten inplannen als aan de volgende criteria is voldaan:,activity-types-and-properties.md
- Select the Presence type for the multiactivities and all subactivities.,- Selecteer voor de multiactiviteit en alle deelactiviteiten het type Aanwezigheid.,activity-types-and-properties.md
- Configure both multiactivities and subactivities as paid and plannable.,- Configureer zowel de multiactiviteit als de deelactiviteiten als betaald en planbaar.,activity-types-and-properties.md
- Assign all subactivities (and the multiactivity in a second step) to your planning unit.,- Wijs alle deelactiviteiten (en de multiactiviteit in een tweede stap) toe aan je eenheid.,activity-types-and-properties.md
"- To control who can be scheduled, assign a different skill to each subactivity.","- Om te controleren wie er kan worden ingepland, wijs je aan elke deelactiviteit een andere kwalificatie toe.",activity-types-and-properties.md
"- (Optional) Assign a skill to the multiactivity. In this case, people must have this additional skill to perform the multiactivity. By default, the multiactivity itself does not require skills.",- (Optioneel) Wijs een kwalificatie toe aan de multiactiviteit. In dit geval moeten collega's deze extra kwalificatie hebben om de multiactiviteit uit te kunnen voeren. Standaard vereist de multiactiviteit zelf geen kwalificaties.,activity-types-and-properties.md
> Note,> Opmerking,activity-types-and-properties.md
>,>,activity-types-and-properties.md
"> If you do not use the Create optimized schedules functionality but only run the job optimization, injixo can replace replaceable activities with multiactivities on the condition that a person can carry out at least one subactivity of the multiactivity.","> Als je de functionaliteit Geoptimaliseerde planning maken niet gebruikt, maar alleen de job-optimalisatie uitvoert, dan kan injixo vervangbare activiteiten door multiactiviteiten vervangen. Voorwaarde hiervoor is dat een persoon minimaal een deelactiviteit van de multiactiviteit kan uitvoeren.",activity-types-and-properties.md
Configure employees,Medewerkers configureren,employee-overview.md
Create and configure employees to be included in scheduling.,Maak medewerkers aan en configureer ze voor het planningsproces.,employee-overview.md
"injixo provides three places where you can create and edit an employee, depending on your use case. The table below gives you an overview of the different places for employee configuration in injixo and describes what you can do where.","In injixo kun je op drie plaatsen een medewerker aanmaken en bewerken. Welke plaats je kiest, is afhankelijk van je usecase. De onderstaande tabel bevat een overzicht van de verschillende plaatsen in injixo waar je medewerkers kunt configureren en wat je waar instelt.",employee-overview.md
| Place                                           | Description              |,| Plaats                                           | Beschrijving              |,employee-overview.md
| ----------------------------------------------- | ------------------------ |,| ----------------------------------------------- | ------------------------ |,employee-overview.md
| _Plan > Configuration > Employees_{:.breadcrumbs}   | {% link_new Configure an employee for scheduling | features/administration/employee-overview.md | #overview-of-employee-settings %}. Employees without assigned planning units will not appear on the list.      |,"| _Plan > Configuratie > Medewerkers_{:.breadcrumbs}   | {% link_new Een medewerker configureren voor het planningsproces | features/administration/employee-overview.md | #overzicht-van-medewerkerinstellingen %}. Medewerkers aan wie geen eenheid is toegewezen, worden niet in de lijst weergegeven.      |",employee-overview.md
"| _Account > Users_{:.breadcrumbs}                                 | Manage user access rights via {% link_new user roles | getting-started/configure-user-roles.md | #create-new-user-roles %}, {% link_new unlock locked users | getting-started/manage-user-accounts.md | #unlock-users %}, {% link_new set a new password for users | getting-started/manage-user-accounts.md | #set-a-new-user-password %}, and {% link_new check which users are billed | getting-started/how-does-billing-work.md | #view-billed-and-unbilled-users %} and which are not. You can also {% link_new delete users | getting-started/manage-user-accounts.md | #delete-a-user-account %} so that you are no longer billed for them. |","| _Account > Gebruikers_{:.breadcrumbs}                                 | Toegangsrechten van gebruikers beheren via {% link_new gebruikersrollen | getting-started/configure-user-roles.md | #nieuwe-gebruikersrollen-aanmaken %}, {% link_new vergrendelde gebruikers deblokkeren | getting-started/manage-user-accounts.md | #een-gebruiker-deblokkeren %}, {% link_new een nieuw wachtwoord instellen voor een gebruiker | getting-started/manage-user-accounts.md | #een-nieuw-gebruikerswachtwoord-instellen %} en {% link_new controleren voor welke gebruikers je wordt gefactureerd | getting-started/how-does-billing-work.md | #gefactureerde-en-niet-gefactureerde-gebruikers-bekijken %} en voor welke niet. Je kunt ook {% link_new gebruikers verwijderen | getting-started/manage-user-accounts.md | #een-gebruikersaccount-verwijderen %} zodat je niet langer voor deze gebruikers wordt gefactureerd. |",employee-overview.md
| **People**                                                           | {% link_new Create and manage | features/people/manage-people.md %} a person's account and manage contact and address information. |,| **People**                                                           | {% link_new Een account voor een medewerker aanmaken | features/people/manage-people.md %} en adres- en contactinformatie beheren. |,employee-overview.md
"In _Plan > Configuration > Employees_{:.breadcrumbs}, users without admin access can only see employees assigned to the planning units they have permissions for. Employees who are not assigned to a planning unit do not appear in the list, even if All is selected in the planning unit and selection drop-down menus. Users with admin access can see all employees.","Onder  _Plan > Configuratie > Medewerkers_{:.breadcrumbs} kunnen gebruikers zonder admin-toegang alleen medewerkers bekijken die zijn toegewezen aan de eenheden waarvoor ze toegangsrechten hebben. Medewerkers die niet aan een eenheid zijn toegewezen, worden niet weergegeven in de lijst, zelfs als de optie Alle is geselecteerd in de vervolgkeuzemenu's Eenheid en Groep. Alleen gebruikers met admin-toegang kunnen alle medewerkers bekijken.",employee-overview.md
"Employees, users and people are synchronized, so you only have to create an employee once and you will also only be billed once.","Medewerkers en gebruikers worden gesynchroniseerd, dus je hoeft een medewerker maar een keer aan te maken. Je wordt ook maar een keer voor ze gefactureerd.",employee-overview.md
"> For each employee or user you create in one of the three sections, your organization will be {% link_new billed | getting-started/how-does-billing-work.md %} until you {% link_new deactivate or delete | features/administration/deactivate-employees.md %} them.","> Voor elke medewerker die je op een van de drie plaatsen aanmaakt, wordt je organisatie {% link_new gefactureerd | getting-started/how-does-billing-work.md %} totdat je ze {% link_new deactiveert of verwijdert | features/administration/deactivate-employees.md %}.",employee-overview.md
## Create an employee,## Een medewerker aanmaken,employee-overview.md
"To create an employee with the basic settings, injixo requires you to complete all mandatory fields. Before you can set up the employee for scheduling, you have to [configure](#configure-employee-settings) several other [employee settings](#overview-of-employee-settings).","Om een medewerker met de basisinstellingen aan te maken, vereist injixo dat je alle verplichte velden invult. Voordat je de medewerker kunt configureren voor het planningsproces, moet je eerst verschillende andere [medewerkerinstellingen](#overzicht-van-medewerkerinstellingen) [configureren](#medewerkerinstellingen-configureren).",employee-overview.md
"To create an employee with the basic settings, follow the steps below:",Volg deze stappen om een medewerker met basisisntellingen aan te maken:,employee-overview.md
1. Go to _Plan > Configuration > Employees_{:.breadcrumbs}.,1. Ga naar _Plan > Configuratie > Medewerkers_{:.breadcrumbs}.,employee-overview.md
"2. In the action bar, click the {% icon item-add %}.",2. Klik in de actiebalk op het {% icon item-add %}.,employee-overview.md
"3. In the **General** section, add a unique **Personnel number**.",3. Voer in de sectie **Algemeen** een uniek **personeelsnummer** in.,employee-overview.md
"4. In the **Personal data** section, add the **Last name** of the employee.",4. Voer in de sectie **Persoonlijke gegevens** de **Achternaam** van de medewerker in.,employee-overview.md
"5. In the **injixo Login (Email)** field, enter the email address the employee is going to use for injixo. A user login for injixo Me is automatically created.",5. Voer in het veld **injixo Inloggen (E-mail)** het e-mailadres in dat de medewerker voor injixo gaat gebruiken. Er wordt automatisch een account voor injixo Me aangemaakt.,employee-overview.md
"6. {% link_new Set a password | features/injixo-me/set-up-injixo-me/give-employees-access-to-injixo-me.md %} for the employee, so that they can log in to injixo.<br>You can do this after finishing the basic configuration of the employee.","6. {% link_new Stel een wachtwoord in | features/injixo-me/set-up-injixo-me/give-employees-access-to-injixo-me.md %} voor de medewerker, zodat zij zich bij injixo kunnen aanmelden.<br>Dit kun je doen nadat je de basisconfiguratie voor de medewerker hebt afgerond.",employee-overview.md
7. Click _OK_{:.doc-button}.<br>The system automatically sets the join date to the current day. You can manually change it later in the [Staff membership section](#other-settings).,7. Klik op _OK_{:.doc-button}.<br>Het systeem stelt de datum van toetreding automatisch in op de huidige dag. Je kunt dit later handmatig wijzigen in de sectie [Dienstverband](#overige-instellingen).,employee-overview.md
"When you create an employee, injixo automatically creates a user with the agent role.","Als je een medewerker aanmaakt, maakt injixo automatisch een gebruiker met de rol Agent aan.",employee-overview.md
## Configure employee settings,## Medewerkerinstellingen configureren,employee-overview.md
"After you have created an employee with the mandatory basic settings, you can configure the scheduling-related settings. To do that, follow the steps below:","Nadat je een medewerker met de vereiste basisinstellingen hebt aangemaakt, kun je de planningsgerelateerde instellingen configureren. Volg hiervoor de onderstaande stappen:",employee-overview.md
Prerequisite: You have set up {% link_new all elements required for scheduling | getting-started/set-up-base-configuration.md | #required-configuration-elements %}.,Vereiste: Je hebt {% link_new alle elementen die vereist zijn voor het plannen | getting-started/set-up-base-configuration.md | #vereiste-configuratie-items %} ingesteld.,employee-overview.md
1. Click an employee in the list.<br>,1. Klik op een medewerker in de lijst.<br>,employee-overview.md
You can use the blue quick links in the upper right to quickly navigate to a section.,Je kunt de blauwe snelkoppelingen rechtsboven gebruiken om snel naar een sectie te navigeren.,employee-overview.md
"2. Click the {% icon item-add %} in a section to add a new setting. To edit an existing setting, click the {% icon item-edit %}.<br>Learn more about the [individual setting options](#overview-of-employee-settings).",2. Klik op het {% icon item-add %} in een sectie om een nieuwe instelling toe te voegen. Klik op het {% icon item-edit %} om een bestaande instelling te wijzigen.<br>Lees meer over de [individuele configuratie-opties](#overzicht-van-medewerkerinstellingen).,employee-overview.md
"3. (Optional) In some sections, you can configure {% link_new Valid From and Valid To dates | features/administration/set-a-validity-period.md %} that limit the validity period for a setting.","3. (Optioneel) In een aantal secties kun je {% link_new geldig vanaf- en geldig tot en met-datums | features/administration/set-a-validity-period.md %} instellen, die de geldigheidsperiode van een instelling beperken.",employee-overview.md
"4. To save your changes, click _OK_{:.doc-button}.",4. Klik op _OK_{:.doc-button} om je wijzigingen op te slaan.,employee-overview.md
## Overview of employee settings,## Overzicht van medewerkerinstellingen,employee-overview.md
"In the following sections, you can find information about mandatory and optional scheduling settings for employee configuration.",In de volgende secties vind je meer informatie over verplichte en optionele planningsinstellingen voor de configuratie van je medewerkers.,employee-overview.md
### Mandatory scheduling settings,### Verplichte planningsinstellingen,employee-overview.md
"The following list shows the mandatory configuration items you need to assign to your employees in order to schedule them. To learn more about each configuration item, follow the links.",In de volgende lijst worden de verplichte configuratie-items weergegeven die je aan je medewerkers moet toewijzen om ze in te kunnen plannen. Klik op de links voor meer informatie over elk configuratie-item.,employee-overview.md
> Note,> Opmerking,employee-overview.md
>,>,employee-overview.md
> You cannot add assignments with overlapping {% link_new validity periods | features/administration/set-a-validity-period.md %}.,> Toewijzingen met overlappende {% link_new geldigheidsperioden | features/administration/set-a-validity-period.md %} zijn niet toegestaan.,employee-overview.md
"> Past and future assignments are hidden by default. To show them, click the Display all icon {% icon assignment-history | icon-only %}.","> Toewijzingen die in het verleden en in de toekomst liggen, worden standaard verborgen. Klik op het pictogram Alles weergeven {% icon assignment-history | icon-only %} om ze zichtbaar te maken.",employee-overview.md
